item_name,item_type,storage_location,days_since_purchase,sisa_hari,label
Melon,Tropical Fruit,,3,2.0,Soon
Apel,Temperate Fruit,,94,-4.0,Expired
Melon,tropical fruit,Chiller,2,5.0,OK
Raspberry,Berry,Chiller,6,-1.0,Expired
mangga,Tropical Fruit,Outside,3 hari,2.0,Soon
Pepaya,Buah Tropis,OUTSIDE,3,1.0,Soon
Wortel,Root Vegetable,Freezer,99,-9.0,Expired
Cabai Rawit,Chili Pepper,Chiller,9,1.0,Soon
Paprika,Chili Pepper,Chiller,0,14.0,Fresh
Alpukat,Tropis,Outside,1,2.0,SOON
Seledri,Leafy Vegetable,Outside,2,9999.0,Expired
Semangka,Tropical Fruit,Chiller,6,4.0,Fresh
Selada,,Chiller,2,5.0,fresh
Jahe,Root Vegetable,Outside,15,-1.0,Expired
Kentang,Root Vegetable,Freezer,73,17.0,
Anggur,temperat,Freezer,9999,28.0,Fresh
Bawang Merah,ROOT VEG,Chiller,43,17.0,fresh
Cabai Rawit,,Outside,5,-1.0,Expired
Selada,Leafy Vegetable,Chiller,6,1.0,
Bayam,Leafy Vegetable,Outside,1,0.0,Expired
Mangga,Tropical Fruit,Outside,4,1.0,Soon
Anggur,Temperate Fruit,Freezer,22,8.0,Fresh
Kangkung,Leafy Vegetable,,1,0.0,Expired
Kentang,Root Vegetable,Freezer,37,53.0,Fresh
Bayam,Leafy Vegetable,Outside,0,1.0,Soon
Brokoli,Leafy Veg,Chiller,0,10.0,segar
Lemon,Citric Fruit,room temp,1,6.0,segar
pisang,Tropical Fruit,Freezer,18,12.0,Fresh
Seledri,Leafy Vegetable,Chiller,5,2.0,Soon
Jeruk Bali,Citric Fruit,Freezer,75,-15.0,Expired
Sawi,Leafy Vegetable,Freezer,20,10.0,Fresh
Selada,Leafy Vegetable,Freezer,13,17.0,Fresh
Lemon,Citric Fruit,Outside,2,5.0,Fresh
Sawi,,Chiller,2,3.0,Soon
Ubi Jalar,Root Veg,Freezer,86,4.0,Fresh
Melon,Tropical Fruit,frozen,,22.0,Fresh
Pepaya,Tropical Fruit,Outside,5,-1.0,Expired
Sawi,Leafy Vegetable,Chiller,2,3.0,Soon
Singkong ,Root Vegetable,Outside,1,2.0,Soon
Pear,Temperate Fruit,Chiller,14,0.0,Expired
Selada,Leafy Vegetable,FREEZER,20,10.0,Fresh
Jahe,Root Vegetable,,34,-4.0,Expired
Semangka,tropical,Chiller,11,-1.0,Expired
Raspberry,Berry,Chiller,2,3.0,Soon
Wortel,Root Vegetable,Freezer,24,66.0,Fresh
Ubi Jalar,Root Vegetable,FREEZER,17,73.0,Fresh
Kol,Leafy Vegetable,Chiller,12,2.0,Soon
Singkong,Root Vegetable,Chiller,6,1.0,Soon
Lemon,,Chiller,20,1.0,SOON
Pepaya,Tropical Fruit,Chiller,5 hari,2.0,Soon
Tomat,Tropical Fruit,Outside,2,3.0,Soon
Pisang,Tropical Fruit,Outside,3,0.0,Expired
Blueberry,berrys,Outside,1,1.0,Soon
Ubi Jalar,Root Vegetable,Freezer,11,79.0,Fresh
 Melon,Tropical Fruit,Freezer,36,-6.0,Expired
Cabai Rawit,Chili Pepper,,3,7.0,Fresh
Cabai Rawit,Chili Pepper,Chiller,0,,Fresh
Blueberry,Beri,FREEZER,3,27.0,OK
Singkong,Root Vegetable,Outside,2,1.0,Soon
Cabai Merah,Chili Pepper,Chiller,3,11.0,Fresh
Pear,Temperate Fruit,Chiller,10,4.0,Fresh
Jeruk Bali,Citrus,Outside,3,11.0,Fresh
Pisang,Tropical Fruit,Chiller,2,3.0,Soon
Paprika,Chili Pepper,Outside,4,1.0,Soon
Mangga,,Chiller,3,4.0,Fresh
Raspberry,Berry,Beku,0,21.0,FRESH
Bawang Merah,Root Vegetable,Chiller,24,36.0,Fresh
Kol,Leafy Vegetable,Outside,3,0.0,Expired
Mangga,Tropical Fruit,Outside,1,4.0,Fresh
Lemon,Citric Fruit,Freezer,1,59.0,Fresh
Alpukat,Tropical Fruit,Freezer,30,0.0,Expired
Paprika,Chili Pepper,Outside,5,0.0,Expired
Pisang,Tropical Fruit,Outside,0,3.0,Soon
Jeruk Nipis,Citric Fruit,Freezer,67,-7.0,Expired
Pepaya,Tropical Fruit,Chiller,5,2.0,Soon
Anggur,Temperate Fruit,Freezer,13,17.0,Fresh
Semangka,Tropical Fruit,Chiller,10,0.0,Expired
Pepaya,Tropical Fruit,,3,1.0,Soon
Jahe,Root Vegetable,Freezer,47,43.0,segar
Jeruk,Citric Fruit,Freezer,69,-999.0,Expired
Pepaya,Tropical Fruit,Outside,0,4.0,Fresh
Apel,Temperate Fruit,Outside,1,6.0,Fresh
Jeruk Nipis,Citric Fruit,Outside,2,5.0,Fresh
Seledri,Leafy Vegetable,Freezer,26,-5.0,Expired
Raspberry,Berry,Chiller,3,2.0,Soon
Jeruk,Buah Citrus,Chiller,18,3.0,Soon
Kangkung,Leafy Vegetable,refrigerator,0,4.0,Fresh
JERUK,citric fruit,Freezer,9 hari,51.0,Fresh
Kol,Leafy Vegetable,Chiller,4,10.0,Fresh
Kentang,Sayur Akar,Outside,4,10.0,Fresh
Selada,Leafy Vegetable,Freezer,0 hari,30.0,Fresh
Tomat,Tropical Fruit,Freezer,28,32.0,Fresh
Mangga,Tropical Fruit,Refrigerator,6,1.0,Soon
Bawang Putih,Akar-akaran,Chiller,14,76.0,Fresh
Kentang,Root Vegetable,room temp,1,13.0,Fresh
Kangkung,Leafy Veg,Outside,1,0.0,Expired
 Nanas,Tropical Fruit,Freezer,13,17.0,Fresh
Lemon,Citric Fruit,Freezer,50 hari,10.0,fresh
JERUK BALI,Citric Fruit,Freezer,51,9.0,Fresh
Kiwi,Temperate Fruit,Outside,2,3.0,Soon
Cabai Merah,Chili Pepper,Chiller,8,6.0,Fresh
Singkong,Root Vegetable,Chiller,9,-2.0,Expired
Kunyit,Root Vegetable,CHILLER,15,15.0,Fresh
Cabai Rawit,chili,Outside,1,3.0,Soon
Cabai Merah,Chili Pepper,Outside,0,5.0,Fresh
Mangga,Tropical Fruit,Chiller,2,5.0,Fresh
Seledri,Leafy Vegetable,Chiller,-5,0.0,Expired
Jahe,Root Vegetable,Chiller,6,24.0,Fresh
Raspberry,Berry,chiller,5,0.0,Dead
Sawi,Leafy Vegetable,Freezer,24,6.0,Fresh
Stroberi,Berry,Chiller,4,1.0,
Bawang Merah,Root Veg,Chiller,73,-13.0,Expired
Ubi Jalar,Root Vegetable,Freezer,116,-26.0,Expired
Raspberry,Beri,Freezer,10,11.0,Fresh
Tomat,,Outside,5,0.0,Expired
Anggur,Temperate Fruit,freezer,10,20.0,Fresh
Bayam,Leafy Vegetable,Freezer,7,23.0,ok
Mangga,Tropical Fruit,Outside,6,-1.0,Expired
Singkong,Root Vegetable,Chiller,7,0.0,Expired
Pepaya,,Freezer,-1,-9.0,Expired
Singkong,Root Vegetable,Freezer,19,11.0,Fresh
Pepaya,Tropical Fruit,Outside,2,2.0,Soon
Bawang Putih ,ROOT VEG,Freezer,221 hari,-999.0,Expired
Tomat,Tropical Fruit,Outside,2 hari,3.0,Soon
Bawang Merah,Root Vegetable,Freezer,89,91.0,Fresh
Pepaya,Tropical Fruit,Freezer,39,-50.0,Expired
Kangkung,,Outside,1,0.0,Expired
Kiwi,Temperate Fruit,Chiller,2,12.0,FRESH
Melon,Tropical Fruit,,38,-8.0,kadaluarsa
Ubi Jalar,Root Vegetable,fridge,14,,Fresh
Jeruk,Citric Fruit,,19,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,69,-9.0,Expired
Apel,Temperate Fruit,Freezer,84,6.0,
Selada,Leafy Vegetable,Outside,1,1.0,Soon
Nanas,Tropical Fruit,FREEZER,13,17.0,Fresh
Cabai Rawit,Chili Pepper,Outside,4,0.0,Expired
Mangga,Tropical Fruit,Freezer,33,-3.0,Expired
Paprika,Cabe,Freezer,39,21.0,Fresh
Tomat,Tropis,Freezer,16,44.0,Fresh
Blueberry,Berry,Outside,1,1.0,
Wortel,Root Vegetable,Chiller,1,20.0,Fresh
Kangkung,Leafy Vegetable,Chiller,1,3.0,Hampir
Pear,Temperate Fruit,Outside,4,1.0,Soon
Kunyit,Root Vegetable,Outside,11,3.0,soon
Anggur,Temperate Fruit,Chiller,9,9999.0,kadaluarsa
Melon,Tropical Fruit,Outside,5,0.0,Expired
Bawang Merah,Root Vegetable,Freezer,74,106.0,fresh
Jahe,Root Vegetable,Outside,6,8.0,Fresh
Alpukat,Tropical Fruit,Chiller,5,2.0,Soon
Pisang,Tropical Fruit,Room Temp,1,2.0,Soon
Mangga,Tropical Fruit,Freezer,,17.0,Fresh
Stroberi,,Freezer,25,5.0,Fresh
Kiwi,Temperate Fruit,,8,52.0,Fresh
Brokoli,Leafy Vegetable,Outside,2,0.0,Expired
  Brokoli  ,Leafy Vegetable,Outside,2,0.0,Expired
Pear,Buah Sedang,Freezer,66,,Expired
Kol,Leafy Vegetable,Room Temp,2 hari,1.0,Soon
Sawi,Leafy Vegetable,Freezer,10,20.0,Fresh
Lemon,Citric Fruit,Outside,0,7.0,Fresh
Jahe,Root Vegetable,Chiller,18,12.0,Fresh
Mangga,Tropical Fruit,Outside,4,1.0,Soon
Alpukat,Tropical Fruit,,4,26.0,Fresh
Pisang,Tropical Fruit,Freezer,2,28.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,75,-15.0,Expired
Bawang Putih,Root Vegetable,Freezer,132,48.0,Fresh
Pepaya,Tropical Fruit,Outside,2,2.0,Soon
 Blueberry,Berries,freezer,21,9.0,Fresh
Jeruk,citrus fruit,Outside,3,4.0,Fresh
Semangka,Tropical Fruit,fridge,13,-3.0,Expired
Kunyit,Root Vegetable,Outside,10,4.0,Fresh
Pisang,Tropical Fruit,Freezer,5,25.0,Fresh
Seledri,Leafy Vegetable,Chiller,2,5.0,Fresh
Pepaya,Tropical Fruit,Outside,3,1.0,Soon
 Singkong,Root Vegetable,Freezer,26,4.0,Fresh
Pepaya,Tropical Fruit,Outside,1,3.0,Soon
Kangkung,Leafy Vegetable,Outside,1,,Expired
Kol,Leafy Vegetable,Chiller,15,-1.0,Expired
Kentang,Root Vegetable,Freezer,36,54.0,segar
Alpukat,Tropical Fruit,Outside,2,1.0,Soon
	Bayam,Leafy Vegetable,Freezer,11 hari,19.0,Fresh
Sawi,Leafy Vegetable,Freezer,30,0.0,Expired
Wortel,Root Vegetable,outside,2 hari,3.0,Soon
Alpukat,Tropis,Chiller,2 hari,5.0,Fresh
Nanas,Tropical Fruit,Suhu Ruangan,5,0.0,Expired
Pisang,Tropical Fruit,Outside,3,0.0,
Jeruk,Citric Fruit,Freezer,8,52.0,Fresh
Jeruk,CITRIC,Freezer,10,50.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,,22.0,Fresh
Pepaya,Tropical Fruit,Outside,1,3.0,Soon
Tomat,Tropical Fruit,Freezer,53,7.0,Fresh
Alpukat,TROPICAL,Outside,2,1.0,Soon
Semangka,Tropical Fruit,Outside,1,6.0,Fresh
Jeruk,Buah Citrus,Outside,8,-1.0,Expired
Pisang,Tropical Fruit,Chiller,6,-1.0,Expired
Lemon,Citric Fruit,Outside,4,3.0,Soon
Mangga,Tropical Fruit,beku,14,16.0,Fresh
Kangkung,LEAFY VEGETABLE,,30,0.0,Expired
Sawi,Leafy Vegetable,Outside,1,0.0,Basi
Lemon,Citric Fruit,kulkas,15,6.0,Fresh
Lemon,Citric Fruit,Freezer,14,46.0,Fresh
Paprika,Cabe,kulkas,6,8.0,Fresh
Stroberi,BERRY,Freezer,30,0.0,basi
Nanas,Tropical Fruit,Outside,0,5.0,Fresh
Anggur,Temperate Fruit,Chiller,2,5.0,Fresh
Apel,Temperate Fruit,Outside,5,2.0,Soon
Kol,Leafy Vegetable,Chiller,11,3.0,Soon
Seledri,Leafy Vegetable,Outside,2,0.0,Expired
Jeruk Bali,Citric Fruit,Chiller,6,24.0,Fresh
Pear,Temperate Fruit,Outside,0,5.0,Fresh
	Kol,Leafy Vegetable,Chiller,6,8.0,FRESH
Cabai Rawit,Chili Pepper,Freezer,51,9.0,Fresh
  Stroberi  ,Berries,Outside,1,,Soon
Jeruk Bali,Citric Fruit,Chiller,27,3.0,Soon
Seledri,Leafy Vegetable,Freezer,22,-1.0,Expired
Pakcoy,Leafy Vegetable,suhu ruangan,0,1.0,Soon
Sawi,Leafy Vegetable,Outside,0,1.0,Soon
Lemon,Citric Fruit,Outside,0,7.0,Fresh
Pear,Temperate Fruit,Freezer,17,43.0,Fresh
Bayam,,,3,2.0,Soon
Raspberry,Berry,Freezer,5,16.0,Fresh
Pear,Temperate Fruit,Room Temp,4,1.0,
Brokoli,Leafy Vegetable,Freezer,38,-8.0,Expired
Kangkung,Leafy Vegetable,Outside,0,1.0,Soon
Jeruk,Citric Fruit,Outside,1,6.0,Fresh
Blueberry,berry,Chiller,0,7.0,Fresh
Tomat,Tropical Fruit,Outside,6,-1.0,Expired
tomat,,Outside,2,3.0,Soon
Paprika,Chili Pepper,Outside,3,2.0,Soon
Selada,Leafy Vegetable,Outside,0,2.0,Soon
Raspberry,Berry,Chiller,1,4.0,Fresh
Selada,Leafy Vegetable,Freezer,30,0.0,Expired
Brokoli,Leafy Veg,Chiller,0,10.0,segar
Alpukat,Tropical Fruit,Beku,33,-3.0,Expired
Brokoli,Leafy Vegetable,Room Temp,0,2.0,
Wortel,Root Vegetable,Freezer,87,3.0,Soon
Singkong ,Root Vegetable,Chiller,3,4.0,Fresh
Blueberry,Berry,Chiller,8,-1.0,Expired
Cabai Rawit,,Freezer,67,-7.0,Expired
Raspberry,Berry,Outside,1000,0.0,Expired
Seledri,Leafy Vegetable,Freezer,9,12.0,Fresh
Wortel,Root Vegetable,Freezer,93,-3.0,Expired
Bawang Merah,Root Vegetable,Chiller,55,5.0,Fresh
Selada,Leafy Vegetable,Outside,1,1.0,Soon
Brokoli,Leafy Vegetable,Outside,1,1.0,Soon
Wortel,Root Vegetable,Chiller,16,5.0,Fresh
Tomat,Tropical Fruit,Chiller,17,-3.0,Expired
Nanas,Tropical Fruit,Outside,2,3.0,Soon
Alpukat,Tropis,Outside,1,2.0,Soon
 Brokoli,Leafy Vegetable,Outside,0,2.0,Soon
Kunyit,Root Vegetable,Outside,12,2.0,Soon
Selada,Leafy Vegetable,Freezer,5,25.0,Fresh
 Paprika,Cabai,Chiller,13,1.0,Soon
Kangkung,LEAFY VEGETABLE,Chiller,3 hari,1.0,Soon
Jeruk Nipis,Citric Fruit,Outside,8,-1.0,Expired
Alpukat,Tropical Fruit,Refrigerator,7,0.0,Expired
Kunyit,,Freezer,86,4.0,Fresh
Pepaya,Tropical Fruit,Outside,4,0.0,Expired
Pepaya,Tropical Fruit,Chiller,8,-1.0,Expired
Stroberi,Berry,Freezer,15,15.0,Fresh
 Anggur,Temperate Fruit,suhu ruangan,,1.0,Soon
Cabai Rawit,,Outside,4,0.0,Expired
Kentang,Root Vegetable,Freezer,37,53.0,Fresh
PAPRIKA,Chile,Freezer,50,10.0,Fresh
Brokoli,Leafy Vegetable,Outside,0,2.0,Soon
Pepaya,Tropical Fruit,Outside,3,1.0,Soon
Bawang Merah,Root Vegetable,Outside,25,5.0,Fresh
	Mangga,Tropical Fruit,Freezer,4,26.0,Fresh
Melon,Tropical Fruit,Chiller,7,,Expired
Alpukat,Tropical Fruit,Freezer,24,6.0,Fresh
Kentang,Root Vegetable,Outside,15,-1.0,
Jeruk Nipis,Citric Fruit,Freezer,0,60.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,34,26.0,Fresh
Pear ,Temperate Fruit,Outside,1,4.0,Fresh
Kol,Leafy Vegetable,Outside,2,1.0,Soon
Bawang Merah,Root Vegetable,Chiller,59,1.0,Soon
Bayam,LEAFY VEGETABLE,Freezer,12,18.0,Fresh
Bayam,Leafy Veg,frzer,10,20.0,Fresh
Pepaya,Tropis,Freezer,3,27.0,FRESH
Bayam,Leafy Vegetable,Chiller,0 hari,,Fresh
Bawang Putih,Root Vegetable,Outside,24,21.0,ok
Paprika,Chili Pepper,Freezer,64,-4.0,Expired
Cabai Rawit,Chili Pepper,Outside,3,1.0,Soon
Bawang Putih,ROOT VEG,Freezer,142,38.0,Fresh
Kentang,Root Vegetable,Freezer,36,54.0,Fresh
Jeruk,Citric Fruit,Chiller,8,13.0,Fresh
Kol,Leafy Vegetable,Freezer,28,2.0,Soon
Cabai Rawit,Chili Pepper,Outside,1,3.0,Soon
Mangga,Buah Tropis,Outside,2,3.0,Soon
Bayam,Leafy Vegetable,Outside,0,1.0,Soon
Lemon,Citric Fruit,Chiller,2,19.0,
Jeruk Nipis,Citric Fruit,Chiller,18,-4.0,Expired
Cabai Rawit,Chili Pepper,Outside,0,4.0,Fresh
Jahe,,Freezer,18,72.0,Fresh
	Jeruk,Citric Fruit,Freezer,,-3.0,Expired
  Pisang  ,Tropical Fruit,Freezer,36,-6.0,Kadaluarsa
Kentang,Root Vegetable,Chiller,25,5.0,Fresh
Pisang,Tropical Fruit,Freezer,23,7.0,Fresh
Nanas,Tropical Fruit,Outside,5 hari,0.0,
Melon,Tropical Fruit,Freezer,7,23.0,Fresh
Nanas,Tropical Fruit,Chiller,5,2.0,Soon
Jahe,Root Vegetable,Chiller,14,16.0,segar
	Tomat,Tropical Fruit,Outside,5,0.0,Expired
Cabai Merah,Chili Pepper,Freezer,,-5.0,Kadaluarsa
Kentang,Root Vegetable,Chiller,9,21.0,Fresh
Pisang,tropical fruit,,1,4.0,Fresh
Pakcoy,,,4,1.0,SOON
Sawi,leafy vegetable,Freezer,18,12.0,segar
Jeruk Nipis,Citric Fruit,frzer,16,44.0,Fresh
Sawi,Leafy Vegetable,Freezer,,27.0,segar
Kiwi,TEMPERATE,Outside,3,2.0,Segera
Alpukat,Tropical Fruit,Freezer,1,9999.0,Fresh
Apel,Temperate Fruit,Freezer,57,33.0,Fresh
Anggur,Temperate Fruit,Outside,3,0.0,
Anggur,Temperate Fruit,Freezer,,1.0,Soon
Kentang,Root Vegetable,Freezer,43,47.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,27,33.0,Fresh
Pakcoy,Leafy Vegetable,Outside,1,0.0,Expired
Apel,Temperate Fruit,Chiller,,-5.0,Expired
Kol,Leafy Vegetable,Freezer,9,21.0,Fresh
Blueberry,berry,Chiller,8,,Expired
Pepaya,Tropis,Outside,2,2.0,Soon
Jeruk Nipis,Citric Fruit,Chiller,0,14.0,Fresh
Pepaya,TROPICAL,Outside,2,2.0,Soon
Paprika,Chili Pepper,Outside,1,4.0,Fresh
Bawang Putih,Root Vegetable,Chiller,45,45.0,Fresh
Kol,Leafy Vegetable,Freezer,18,12.0,Fresh
BAYAM,Leafy Vegetable,Chiller,5,0.0,Expired
Sawi,Leafy Vegetable,Freezer,18,12.0,Fresh
Cabai Rawit,Chili Pepper,Outside,2,2.0,
Singkong,Root Vegetable,Chiller,7,0.0,Expired
Bayam,Leafy Vegetable,Chiller,,5.0,Fresh
Cabai Rawit,Chili Pepper,Suhu Ruangan,3,1.0,Soon
Raspberry,berry,Outside,1,9999.0,Soon
tomat,Tropical Fruit,Chiller,9,5.0,Fresh
Singkong,Sayur Akar,Chiller,3,4.0,Fresh
Kol,Leafy Vegetable,Chiller,1,9999.0,Fresh
Kiwi,Temperate Fruit,Outside,6,-1.0,Expired
Sawi,Leafy Vegetable,Outside,0,1.0,Soon
Kiwi,Temperate Fruit,Freezer,67 hari,-7.0,
Sawi,Leafy Veg,FREEZER,3,27.0,Fresh
	Tomat,Tropical Fruit,Freezer,11,49.0,Fresh
Jahe,Root Vegetable,Freezer,116,-26.0,Expired
Jeruk Nipis,Citric Fruit,Chiller,9,5.0,Fresh
Apel,Temperate Fruit,Chiller,2,19.0,Fresh
Jahe,Root Vegetable,Chiller,34,-4.0,Basi
Pear,Temperate Fruit,,41,19.0,Fresh
Tomat,Tropis,Freezer,78,-18.0,Expired
Pisang,Tropical Fruit,Chiller,,1.0,Soon
Jahe,Root Vegetable,Freezer,70,20.0,Fresh
Melon,Tropical Fruit,,1,29.0,Fresh
Lemon,Citric Fruit,Chiller,17,4.0,Fresh
Jahe,Root Vegetable,Freezer,29,61.0,Fresh
Raspberry,Berry,Outside,2,0.0,Expired
Kentang,Akar-akaran,Freezer,28,62.0,Fresh
Jeruk,Citric Fruit,Kulkas,27,-6.0,Expired
Bawang Merah,Root Vegetable,Freezer,76,,Fresh
Seledri,Leafy Vegetable,Outside,0,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,47,13.0,Fresh
Melon ,Buah Tropis,Chiller,3,4.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,15,-1.0,Expired
Lemon,Citric Fruit,Freezer,46,14.0,Fresh
Raspberry,,kulkas,6,-1.0,Expired
Jahe,Root Vegetable,Outside,14,0.0,Expired
Kol,Leafy Vegetable,Freezer,37,-7.0,Expired
Cabai Merah,Chili Pepper,Chiller,4,10.0,Fresh
Jahe,Root Vegetable,Outside,7,7.0,Fresh
Mangga,Tropical Fruit,Outside,,5.0,Fresh
Kiwi,Temperate Fruit,Outside,5,0.0,Expired
Bawang Merah,Root Vegetable,Outside,37,-7.0,Expired
Bawang Merah ,Root Vegetable,suhu ruangan,32,-2.0,Expired
Kunyit,Root Vegetable,,13,77.0,fresh
Pakcoy,Leafy Vegetable,Freezer,5,16.0,Fresh
Kentang,Root Vegetable,Outside,8,6.0,Fresh
Brokoli,Leafy Vegetable,Freezer,27,3.0,Soon
  Kiwi  ,Temperate Fruit,Freezer,57,3.0,Soon
Kunyit,Root Vegetable,Outside,7,7.0,Fresh
Tomat,Tropical Fruit,Outside,2,3.0,Soon
Sawi,Leafy Vegetable,Freezer,28,2.0,
Wortel,Root Vegetable,Freezer,71,19.0,Fresh
Brokoli,Leafy Vegetable,Freezer,24,6.0,Fresh
Cabai Rawit,chili,Chiller,7,3.0,Soon
Jeruk,Citric Fruit,Outside,3,4.0,Fresh
Jeruk,Citric Fruit,Freezer,42,18.0,Fresh
Cabai Merah,Chili Pepper,Outside,1 hari,4.0,Fresh
Wortel,Root Vegetable,Outside,4,1.0,Soon
Ubi Jalar,Root Vegetable,Outside,9,5.0,Fresh
Brokoli,Leafy Vegetable,chiller,2,8.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,67,-7.0,Basi
Mangga,Tropical Fruit,Outside,2,3.0,Soon
Lemon,Citric Fruit,Outside,9,-2.0,Expired
Blueberry,Berry,Freezer,29,,Soon
Pakcoy,Leafy Vegetable,Chiller,4,1.0,Soon
Kol,Leafy Vegetable,Outside,2,1.0,Soon
Kiwi,Temperate Fruit,Freezer,64,-4.0,Dead
Bayam,LEAFY VEGETABLE,Freezer,34,-4.0,Expired
Kentang,Root Vegetable,,23,7.0,Fresh
Kentang,,,30,60.0,Fresh
Pisang,Tropical Fruit,Freezer,4,26.0,Fresh
Pisang,Tropical Fruit,Outside,0,3.0,Soon
  Kiwi  ,Temperate Fruit,Freezer,20,40.0,Segar
Anggur,Temperate Fruit,Outside,1,2.0,Segera
Alpukat,Tropical Fruit,Chiller,2,5.0,Fresh
Wortel,Root Vegetable,Freezer,85,5.0,Fresh
Cabai Rawit,chili pepper,Freezer,42,18.0,Fresh
Stroberi,Berry,Freezer,7,23.0,Fresh
Kol,Leafy Vegetable,Chiller,8,6.0,Fresh
Mangga,Tropical Fruit,Chiller,3,4.0,Fresh
  Ubi Jalar  ,Root Vegetable,refrigerator,-5,21.0,Fresh
Mangga,Tropical Fruit,beku,3,27.0,Fresh
Semangka,Tropical Fruit,Chiller,3,7.0,Segar
Kangkung,Leafy Vegetable,Outside,1000,1.0,Soon
Wortel,Root Vegetable,Outside,6,-1.0,Expired
Alpukat,Tropical Fruit,freezer,17,-999.0,Fresh
Jeruk Nipis,Citric Fruit,Outside,2,5.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,71,-11.0,Expired
Sawi,Leafy Vegetable,Chiller,0,5.0,segar
Jeruk Nipis,,,28,32.0,Fresh
Brokoli,Daun-daunan,Freezer,,29.0,ok
anggur,temperat,Chiller,4,3.0,Soon
Pakcoy,Leafy Vegetable,Freezer,4,17.0,Fresh
Paprika,Chili Pepper,Outside,-5,-50.0,Soon
Jeruk,Citric Fruit,Freezer,4 hari,56.0,Fresh
Paprika,Chili Pepper,Freezer,54,6.0,Fresh
Nanas,Tropical Fruit,Freezer,9,21.0,Fresh
Mangga,Buah Tropis,Freezer,28,2.0,Soon
Wortel,Root Vegetable,Freezer,51,39.0,FRESH
Raspberry,Berry,Freezer,10,,Fresh
Semangka,Tropical Fruit,Freezer,33,-3.0,Expired
Pepaya,Tropical Fruit,Freezer,3,27.0,Fresh
Ubi Jalar,Root Vegetable,Outside,9,5.0,Fresh
Semangka,Tropical Fruit,Chiller,5,5.0,Fresh
Kentang,Root Vegetable,Outside,2,12.0,Fresh
Bawang Putih,,Outside,27,18.0,Fresh
Ubi Jalar,Root Vegetable,,1,29.0,Fresh
Bawang Merah,Root Vegetable,Outside,0,30.0,Fresh
Stroberi,Berry,refrigerator,3,2.0,Soon
Alpukat,Tropical Fruit,Chiller,2,5.0,
Stroberi,Berry,Refrigerator,9999,,Fresh
Semangka,Tropical Fruit,Freezer,5,25.0,Fresh
Raspberry,Berry,Chiller,2,3.0,Soon
Anggur,Temperate Fruit,Outside,2,1.0,Soon
	Cabai Merah,Chili Pepper,Outside,4,1.0,Soon
Jeruk,Citric Fruit,room temp,9,-2.0,Expired
Pakcoy,Leafy Vegetable,Outside,0,1.0,Soon
Pepaya,Tropical Fruit,Chiller,9999,5.0,Fresh
Singkong,Root Vegetable,Freezer,3,27.0,Fresh
Pisang,Tropical Fruit,Freezer,5,25.0,Fresh
Brokoli,Leafy Vegetable,Chiller,7,3.0,Segera
Lemon,Citric Fruit,Outside,2,5.0,Fresh
Pisang,Tropical Fruit,Chiller,2,3.0,Soon
Sawi,Leafy Vegetable,Outside,0,1.0,Soon
Kol,Leafy Vegetable,Outside,3,0.0,Expired
Kol,Leafy Vegetable,Chiller,1000,13.0,Fresh
Seledri,Leafy Vegetable,Chiller,2,5.0,Fresh
Kentang,Root Vegetable,Outside,4,10.0,ok
Jeruk,Citric Fruit,Freezer,58,2.0,Soon
Apel,Temperate Fruit,Freezer,7,83.0,OK
Kangkung,Leafy Vegetable,Chiller,0,4.0,Fresh
Kentang,Root Vegetable,Freezer,111,-21.0,
Kentang,Root Vegetable,Chiller,,6.0,Fresh
Kunyit,Root Vegetable,Outside,1000,2.0,Soon
Alpukat,Tropical Fruit,,3,0.0,Expired
Kangkung,Leafy Vegetable,Freezer,2,28.0,Fresh
Lemon,Citric Fruit,Chiller,9999,3.0,Soon
Ubi Jalar,Root Vegetable,Chiller,1,29.0,OK
Mangga,Tropical Fruit,Chiller,8,-1.0,Expired
Paprika,Chili Pepper,Chiller,1000,-2.0,
Cabai Rawit,Chili Pepper,outside,3,1.0,Soon
Cabai Merah,Chili Pepper,Chiller,0,14.0,Fresh
Semangka,Tropical Fruit,Chiller,4,6.0,Fresh
Apel,Temperate Fruit,Room Temp,5 hari,2.0,Soon
Paprika,Chili Pepper,Outside,6,-1.0,Expired
Nanas,Tropical Fruit,freezer,38,-8.0,Expired
Kunyit,Akar-akaran,Chiller,18,12.0,Fresh
Kentang,Root Vegetable,Chiller,29,1.0,Soon
Ubi Jalar,Root Vegetable,Outside,5,9.0,Fresh
Kiwi,Temperate Fruit,Chiller,17,-3.0,Expired
Ubi Jalar,Root Vegetable,Freezer,5,85.0,Fresh
Semangka,Tropical Fruit,Outside,7,0.0,Expired
Cabai Merah,Chili Pepper,Chiller,8,6.0,segar
Pear,Temperate Fruit,Chiller,18,-4.0,Expired
Bayam,LEAFY VEGETABLE,Chiller,4,1.0,Soon
