food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,93,0,93.0,Fresh
Nugget Ayam,protein,,Freezer,1,60,6,-3.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,204,5,-4.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,268,0,268.0,Fresh
Cola Original,produk minuman,Kaleng,OUTSIDE,1,44,5,-4.0,Expired
Jus Sirsak,Produk Minuman,carton,Chiller,1,25,3,0.0,Expired
Mie Instan Goreng,,Plastik,,0,30,0,30.0,Fresh
Biskuit Crackers,PRODUK KERING,plastic,Luar,0,121,0,121.0,Fresh
Yogurt Blueberry,produk olahan susu,Plastik,Chiller,1,29,1,2.0,
Sosis Ayam,Produk Protein,Plastik,Chiller,0,10,0,10.0,Fresh
Biskuit Mentega,Produk Kering,,Outside,1,274,1,13.0,
Sarden Minyak Zaitun,Produk Kaleng,kaleng,room temp,1,833,7,-5.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,79,6,-3.0,
Jus Apel,Produk Minuman,Karton,Chiller,0,138,0,138.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,0,27,0,27.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,242,13 days,1.0,Soon
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,857,0,857.0,Fresh
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,1,161,3,0.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,115,2,1.0,hampir
 Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,317,0,317.0,Fresh
Air Mineral,Produk Minuman,PLASTIK,Outside,0,485,0,485.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,293,0,293.0,fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,0,351,0,351.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,1,89,,-1.0,Expired
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,0,16,0,16.0,Fresh
Mie Instan Soto,Prod. Kering,Plastik,Outside,0,276,0,276.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,27,0,27.0,fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,115,8,-5.0,Expired
Mie Instan Ayam,Produk Kering,PLASTIK,Outside,1,247,5,-5.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,350,0,350.0,Fresh
Cola Zero Sugar,Produk Minuman,Can,suhu ruangan,1,269,2,-1.0,Expired
jus anggur,Produk Minuman,Botol Kaca,Chiller,1,5,9,-4.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,room temp,1,208,1,,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,,1,419,22,8.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Freezer,0,83,0,83.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,6,6,-1.0,Expired
PERSIK KALENG,Produk Kaleng,Kaleng,Outside,Yes,483,1,2.0,Soon
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,692,0,692.0,Fresh
Susu UHT Coklat,Produk Olahan Susu,karton,Chiller,,10000,3,-2.0,Expired
Nugget Ayam,Produk Protein,Plastik,frzer,1,29,2,1.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,63,1,0.0,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,258,0,258.0,Fresh
Biskuit Marie,PRODUK KERING,Plastik,Outside,0,149,0,149.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Room Temp,0,277,0,277.0,ok
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,Ya,56,7,0.0,Expired
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,0,441,0,441.0,Fresh
  Mie Instan Ayam  ,produk kering,plastik,Outside,1,231,4,-4.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,230,0,230.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,27,0,27.0,Fresh
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,1,,2,1.0,
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,4,2,1.0,Soon
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,95,0,95.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,437,3,0.0,Dead
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,32,0,32.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,0,196,0,-50.0,segar
Biskuit Oreo,Produk Kering,Plastik,Outside,,,0,19.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,24,8,-5.0,Expired
Minuman Energi,,Kaleng,Outside,Yes,258,6,-5.0,Expired
Sosis Frozen,Produk Protein,Plastic,Freezer,0,69,0,69.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,suhu ruangan,0,,0,112.0,Fresh
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,11,0,11.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,0,56,0,56.0,fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,294,0,294.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,149,0,149.0,Fresh
	Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,738,6,-3.0,Expired
 Biskuit Oreo,Produk Kering,Plastik,Outside,0,179,0 days,179.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,310,6,-5.0,Expired
 Rambutan Kaleng,Canned,Kaleng,Outside,1,663,8,-5.0,EXPIRED
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,6,0,6.0,Soon
Biskuit Marie,Produk Kering,Plastik,Outside,1,166,4,3.0,Warning
Sereal Granola,Dry Food,Karton,Outside,1,329,9,21.0,fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,51,11,-4.0,Expired
Sosis Ikan,produk protein,Plastik,Chiller,0,34,0,34.0,Fresh
SUSU PASTEURISASI,Produk Olahan Susu,Plastik,Chiller,1,13,5,-2.0,Dead
yogurt mangga,Dairy,Plastik,Chiller,1,,7,-4.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,269 hari,0,269.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,false,2,0,2.0,Soon
Susu UHT Stroberi,,KARTON,Chiller,1,11,5,-4.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,1,378,7,-4.0,Expired
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,True,762,5,-3.0,expired
Sarden Tomat,Produk Kaleng,KALENG,Outside,0,690,,690.0,Segar
Persik Kaleng,Produk Kaleng,Kaleng,,1,728,8,-5.0,Expired
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,7,0,7.0,Soon
Sereal Muesli,Produk Kering,,Outside,0,10000,0,104.0,
Sosis Ayam,Produk Protein,Plastik,Chiller,1,36,2,3.0,Soon
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,518,0,518.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,517,4,-2.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,True,252,1,0.0,
Teh Tarik,Produk Minuman,Karton,Chiller,0,6,0,6.0,Soon
Jus Sirsak,Produk Minuman,Karton,refrigerator,1,90,7,-4.0,
Ikan Tuna ,Produk Kaleng,Kaleng,Outside,0,638,0,638.0,
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,20,0,20.0,Fresh
Nugget Udang,Produk Protein,Plastik,Freezer,True,21,1,2.0,Soon
Sosis Frozen,Produk Protein,Plastik,Freezer,0,8,0,8.0,Fresh
Cola Zero Sugar,Produk Minuman,KALENG,Outside,1,153,2,,Expired
Keju Mozzarella,,Plastik,Chiller,1,22 hari,8,-1.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,384,3,0.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,1,272,5,-4.0,Expired
	Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,299,4,-1.0,Expired
Susu UHT Coklat,Produk Olahan Susu,Kardus,Chiller,1,27,1,0.0,Expired
Jus Mangga,Produk Minuman,Karton,Chiller,0,103,0,103.0,OK
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,,6,-5.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Suhu Ruangan,1,363,2,-1.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,0,214,0,214.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,0,84,0,84.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,1,152,7,-4.0,
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,251,0,251.0,Fresh
Sereal Cornflakes,Produk Kering,KARTON,Outside,0,187,0,187.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,69,17,13.0,Fresh
Sosis Bebek,Produk Protein,Plastic,Chiller,0,-10,0,9.0,
Cola Zero Sugar,Produk Minuman,Tin,Luar,1,211,3,-2.0,Expired
Jus Jambu,Produk Minuman,Karton,Chiller,1,88,4,-1.0,Expired
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,1,164,5,-4.0,Expired
Teh Tarik,Produk Minuman,Karton,Chiller,1,195,2,-1.0,Expired
Air Soda,Produk Minuman,PLASTIK,Outside,0,318,0 days,318.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,531,13,1.0,Soon
Sereal Muesli,Produk Kering,Karton,Outside,1,117,9,21.0,Fresh
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,1,706,3,0.0,Expired
Jus Apel,,Karton,Chiller,1,10,9,,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,1,137,6,,Expired
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,539,8,22.0,Fresh
Jus Sirsak,Produk Minuman,Kardus,Chiller,0,97,0,97.0,OK
Nugget Sapi,Produk Protein,Plastik,Freezer,0,84,0,84.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,6,0,6.0,Soon
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,292,0,292.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,2,1,2.0,Soon
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,79,5,2.0,Soon
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,5,0,5.0,soon
Soda Lemon,Produk Minuman,Tin Can,Outside,0,111,,111.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,38,7,7.0,Soon
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,1,190,1,0.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,647,3,0.0,Expired
Yogurt Plain,Produk Olahan Susu,plastik,Chiller,0,14,0,14.0,Fresh
Sosis Frankfurter,,Plastik,Chiller,0,74,0,74.0,Fresh
Jus Nanas,Produk Minuman,,Chiller,1,135,7,-2.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,OUTSIDE,,468,0,468.0,Fresh
MINUMAN ISOTONIK,Produk Minuman,Plastik,Outside,1,263,1,0.0,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,1,219,9 days,-4.0,Expired
Sereal Oat,Kering,Karton,Outside,1,185,28,2.0,Soon
Biskuit Digestive,Produk Kering,Plastik,Outside,1,254,19,-5.0,Expired
Susu Bubuk Coklat,Produk Olahan Susu,KARTON,Outside,1,321,17,13.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,463,7,-5.0,Expired
Susu UHT Coklat,,Karton,Chiller,0,143,0,143.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,127,6,-3.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,289,9,5.0,Soon
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,247,0,247.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,650,1,2.0,Soon
Nugget Sapi,Produk Protein,Plastik,Freezer,1,124,3,0.0,
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,115,3,0.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,True,19,8,-5.0,Expired
Nugget Sapi,Produk Protein,Polimer,Freezer,1,102,1,2.0,Soon
Teh Tarik,Produk Minuman,Karton,Chiller,0,219,0,219.0,Fresh
Teh Kotak Hijau,Produk Minuman,KARTON,Outside,1,169,3,-2.0,Dead
Keju Mozzarella,Produk Olahan Susu,Plastick,Chiller,1,52,6,1.0,Soon
Keju Cheddar,Produk Olahan Susu,plastic,Chiller,0,145,0,145.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,168,0,168.0,Fresh
Nugget Ayam,Protein,Plastik,,1,142,3,0.0,Expired
	Susu Bubuk Skim,,Karton,Outside,0,76,0,76.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruangan,1,325,32,-2.0,Expired
Yogurt Plain,Produk Olahan Susu,,Chiller,0,29,0,29.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Refrigerator,1,46,4,10.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,114,0,114.0,FRESH
Mie Instan Soto,Produk Kering,Plastik,Outside,0,,0,10.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,1,40,4,-3.0,Expired
Sereal Muesli,Produk Kering,,Outside,1,102 hari,20,10.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Dingin,0,17,0,,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,Ya,46,6,-1.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,True,223,27,,Soon
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruangan,0,266,0,266.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,21,10,4.0,Soon
Susu Kental Manis Coklat,produk olahan susu,Kaleng,Chiller,1,655,2,12.0,Fresh
Sosis Ayam,protein,,Chiller,1,32,1,4.0,Soon
Leci dalam Sirup,Produk Kaleng,,Outside,0,388,0,388.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,74 hari,5,2.0,Soon
Jus Jambu,Produk Minuman,Karton,Chiller,1,134,6,-3.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,,1,55,1,0.0,Expired
Teh Kotak Jasmine,produk minuman,Karton,Outside,0,163,0,163.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,false,1003,0,1003.0,Fresh
Sereal Oat,Produk Kering,,Outside,1,152,4,26.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,18,0,18.0,segar
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,14,0,14.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,0,17,0,17.0,Fresh
  Jagung Manis Kaleng  ,Produk Kaleng,Kaleng,Chiller,1,346,3,0.0,Expired
Keju Mozzarella ,Produk Olahan Susu,Plastik,Chiller,1,17,4,3.0,Soon
Keju Edam,Produk Olahan Susu,,Chiller,1,43,12,9.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,,Chiller,0,22,0,22.0,Fresh
 Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,99,24,6.0,Segera
Sosis Sapi,Produk Protein,Plastik,Chiller,0,47,0,47.0,Fresh
Sereal Cornflakes,Produk Kering,Carton,Outside,no,331,0,331.0,Fresh
Biskuit Marie,Produk Kering,plastik,Outside,1,125,2,5.0,Soon
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,4,2,1.0,Soon
Keju Cheddar,Produk Olahan Susu,Plastick,Chiller,,14,4,10.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,51,7,0.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,suhu ruangan,1,49,4,-4.0,Expired
Biskuit Sandwich,Produk Kering,plastik,Outside,0,152,0,152.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,135,16,14.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,CHILLER,0,236,0,236.0,Fresh
Teh Lemon,beverage,Karton,Outside,1,352,6,-5.0,Expired
Cola Zero Sugar,,Kaleng,Outside,0,36,0,36.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,1,89,3,4.0,Soon
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,1,13,2,-1.0,Expired
Yogurt Greek,Produk Olahan Susu,Plastik,refrigerator,0,10,0,10.0,Segar
Kornet Ayam,Produk Kaleng,Kaleng,suhu ruangan,0,874,0,874.0,Fresh
Biskuit Digestive,,PLASTIK,outside,1,187,14,0.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,1,252,4,-3.0,
Nugget Ikan,Produk Protein,Plastik,Freezer,0,129,0,129.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,0,227 hari,0,227.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,426,4,-1.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,1,21,8,-50.0,Expired
Susu UHT Full Cream,,,fridge,0,260,0,260.0,Fresh
Biskuit Crackers,,Plastik,Outside,0,137,0,137.0,
Nugget Tempe,Produk Protein,Plastik,Freezer,1,80,3,0.0,Expired
Biskuit Sandwich,Produk Kering,,Outside,1,36,10,-5.0,Expired
Air Mineral,Produk Minuman,Plastik,Outside,1,433,4,-3.0,Expired
Susu Evaporasi,,,Chiller,0,76,0,76.0,Fresh
Air Mineral,Produk Minuman,Plastik,outside,True,612,3,-2.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,0,46,0,46.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,suhu ruangan,1,264,5,-3.0,Expired
Biskuit Digestive,Produk Kering,Polimer,Outside,0,66,0,66.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,54,0,,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,46,2,-2.0,
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,158,4,3.0,Soon
Biskuit Sandwich,Produk Kering,Plastik,Outside,1,77,8,-3.0,Expired
Sereal Oat,,karton ,room temp,0,84,0,84.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,,Chiller,1,55,13,1.0,Soon
Kornet Sapi,Produk Kaleng,Kaleng,Outside,0,713,0,713.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,1,304,3,11.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,0,323,0,323.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,11,2,1.0,Soon
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,606,4,,Expired
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,false,12,0,12.0,Fresh
Sereal Coklat,Produk Kering,Karton,Outside,0,319 hari,0,319.0,FRESH
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,715,7,-5.0,Expired
	Jus Anggur,Produk Minuman,Botol Kaca,Kulkas,0,171,0,171.0,Fresh
Sosis Ikan,Protein,Plastik,Chiller,1,39,2,1.0,Soon
Biskuit Crackers,Produk Kering,Plastik,Outside,0,103,0,103.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,OUTSIDE,0,57,0,57.0,Segar
Biskuit Wafer,Produk Kering,Plastik,Outside,1,,7,-2.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,0,689,0,689.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,false,296,0,296.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,953,0,953.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,8 hari,8,-5.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,12,4,-1.0,Expired
Persik Kaleng,,Kaleng,Outside,0,167,0,167.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,57,0,57.0,Fresh
	Kornet Sapi,Produk Kaleng,Kaleng,,0,123,0,123.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,0,,0,168.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,9999,0,196.0,Fresh
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,45,0,45.0,Fresh
Teh Tarik,Produk Minuman,KARTON,Chiller,0,41,0,41.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,347,0,347.0,Fresh
Leci dalam Sirup,Produk Kaleng,kaleng,Outside,0,652,0 days,652.0,Fresh
Kornet Ayam ,Produk Kaleng,Kaleng,,0,308,0,308.0,Fresh
Keju Cream Cheese,,Karton,Chiller,1,57,10,4.0,Soon
Biskuit Digestive,Produk Kering,Plastik,,0,16,0,16.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,16,0,16.0,Fresh
COLA ZERO SUGAR,Produk Minuman,Kaleng,Outside,1,54,4,-3.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,0,23,0,23.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,1,46,2,-1.0,Expired
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,room temp,0,1065,0,1065.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,109,23,-2.0,Expired
Jus Nanas,Produk Minuman,Karton,CHILLER,No,112,0,112.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,1,7,-2.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,true,231,4,-3.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,,0,102.0,Fresh
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,423,6,-3.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,1,190,2,-2.0,Expired
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,18,5,-2.0,Expired
Kornet Sapi,canned,Kaleng,Outside,0,1067,,,Fresh
Jus Apel,produk minuman,Karton,Chiller,1,87,4,1.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,303,4,-3.0,Expired
Sosis Ikan,Produk Protein,Plastik,,1,,2,1.0,
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,287,0,287.0,Fresh
Sosis Sapi,PRODUK PROTEIN,Plastik,Chiller,0,43,0,9999.0,Fresh
Keju Cheddar,Olahan Susu,PLASTIK,Chiller,0,100,0,100.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,1,74,6,-5.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,244,0,244.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,,1,237,4,-1.0,Expired
Kornet Ayam,Kaleng,Kaleng,Outside,1,294,1,2.0,Soon
Jus Nanas,PRODUK MINUMAN,,Chiller,0,50,,50.0,FRESH
Teh Tarik,Produk Minuman,Karton,Chiller,0,80,0,80.0,Fresh
SEREAL GRANOLA,Produk Kering,Karton,OUTSIDE,1,364,34,-4.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,Ya,14,1,2.0,Soon
Yogurt Blueberry,Produk Olahan Susu,,Chiller,1,3,7,-4.0,Expired
Sereal Oat,Produk Kering,Carton,outside,1,79,2,28.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,Outside,0,1018,0,1018.0,Fresh
Teh Lemon,Produk Minuman,Karton,suhu ruangan,0,278,0,278.0,Fresh
Minuman Energi,,Kaleng,Outside,1,201,5,-4.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,52,0,52.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,suhu ruangan,0,170,0,170.0,Fresh
Nugget Udang,Produk Protein,Plastik,Freezer,1,83,8,-5.0,Expired
Mie Instan Soto,Dry Food,Plastik,Outside,1,9,2,-2.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,,true,314,2 days,12.0,ok
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,121,0,121.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,0,167,0,167.0,Fresh
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,71,0,71.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,8,9,5.0,hampir
Minuman Energi,Produk Minuman,Kaleng,Outside,1,327,3,-2.0,Expired
Biskuit Digestive,Produk Kering,Plastik,OUTSIDE,1,,7,9999.0,Soon
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,,356,2,-1.0,Expired
Jus Apel,Produk Minuman,Kardus,fridge,1,106,7,-2.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,223,0,-999.0,Fresh
Cola Original,Produk Minuman,Kaleng,Outside,1,260,4,-3.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,394,5,-2.0,Expired
Keju Cream Cheese,,Karton,Refrigerator,0,40,0 days,40.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,37,10,-3.0,Expired
Teh Kotak Hijau,PRODUK MINUMAN,Karton,Outside,,271,0,271.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,0,11,0,11.0,segar
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,0,3,0,3.0,Soon
Air Soda,produk minuman,Plastick,Outside,True,327,4,-3.0,Basi
Jus Mangga,,Karton,Chiller,1,146,4,-3.0,kadaluarsa
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,474,3,27.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,392,0,392.0,Fresh
Sosis Frozen,Produk Protein,Plastik,,1,119,1,2.0,Soon
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,439,0,439.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,66,6,-5.0,Expired
Air Mineral,Produk Minuman,Plastik,OUTSIDE,1,9999,3 days,,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,173,8,-5.0,Expired
Mie Instan Soto,Produk Kering,,Outside,1,318,3,-3.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,24,0,24.0,OK
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,156,6,-3.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,381,7,-4.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freeze,1,70,8,-5.0,Expired
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,0,384,0,,Fresh
 Mie Instan Soto,,Plastik,Outside,1,133,4,-4.0,Expired
Sarden Cabai ,Produk Kaleng,Kaleng,Outside,0,599,0,599.0,Fresh
	Soda Lemon,Produk Minuman,Kaleng,Outside,0,212,0,212.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,Ya,22,2,1.0,Soon
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,,5,-3.0,Expired
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,528,1,2.0,Soon
Nugget Udang,,Plastic,Freezer,False,150,0,150.0,fresh
