nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Cabe,Sayur,Pembeku,-5.0,2276.5,Busuk
Kentang,Sayur,Suhu Ruang,2.0,0.7,Busuk
Tomat,Sayur,Pendingin,4.0,8.3,Segar
Timun,Sayur,Pendingin,9999.0,999.3,null
Anggur,Buah,Pendingin,5.0,19.2,Mentah
Pisang,Buah,Pendingin,0.0,15.6,Mentah
Pisang,Buah,Pembeku,0.0,2.8,Busuk
Timun,Sayur,,,,Segar
Jeruk,Buah,Suhu Ruang,0.0,16.9,Mentah
Anggur,Buah,Pendingin,1.0,1.4,Busuk
Apel,Buah,Suhu Ruang,1.0,0.8,Busuk
Timun,Sayur,Pendingin,1.0,1.3,Busuk
Pisang,Buah,Pembeku,-895.0,-866.6,Matang
Tomat,Sayur,Suhu Ruang,2.0,0.7,Busuk
Apel,Buah,Suhu Ruang,3.0,3.8,Terlalu Matang
Mangga,Buah,Pendingin,4.0,10.8,Matang
Anggur,Buah,Pendingin,1.0,6.5,Terlalu Matang
Cabe,Sayur,Pendingin,2.0,2.4,Busuk
Apel,Buah,Pendingin,0.0,6.0,Terlalu Matang
Timun,Sayur,Pembeku,2.0,1.8,Busuk
Mangga,Buah,Pendingin,0.0,18.3,Mentah
Mangga,Buah,Pendingin,3.0,6.3,Terlalu Matang
Anggur,Buah,Pembeku,1.0,2.9,Busuk
Jeruk,Buah,Pendingin,-380.0,-230.8,Terlalu Matang
Timun,Sayur,,0.0,0.3,Busuk
Cabe,Sayur,Suhu Ruang,5.0,9.7,Segar
Tomat,Sayur,Pendingin,3.0,,Segar
,Sayur,Pendingin,6.0,,Segar
Mangga,Buah,Pembeku,4.0,29.3,Matang
Kentang,Sayur,Pembeku,1.0,6.5,Busuk
Pisang,,,1.0,24.8,
Tomat,Sayur,Suhu Ruang,4.0,9.1,Segar
Apel,Buah,Pendingin,,1.3,Busuk
Kentang,,Pendingin,,,Segar
Cabe,Sayur,Pendingin,6.0,18.3,Segar
Jeruk,Buah,Pembeku,,14.0,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0.0,0.2,Busuk
Anggur,Buah,Pendingin,3.0,18.9,Matang
Tomat,Sayur,Pendingin,2.0,13.5,Segar
Apel,Buah,Pembeku,4.0,35.1,Matang
Mangga,Buah,Suhu Ruang,2.0,3.2,Terlalu Matang
Mangga,Buah,Suhu Ruang,3.0,7.7,Matang
Tomat,Sayur,Pendingin,4958.0,899.6,Busuk
Jeruk,Buah,Suhu Ruang,9066.0,9943.2,Mentah
Kentang,Sayur,Suhu Ruang,6.0,20.2,Segar
Wortel,Sayur,Pembeku,1.0,40.4,Segar
Timun,Sayur,Suhu Ruang,-5.0,3638.6,Segar
Pisang,Buah,Suhu Ruang,3.0,2.7,Terlalu Matang
Jeruk,Ikan,Pendingin,1.0,0.3,Busuk
Timun,Sayur,Pembeku,3.0,35.8,Segar
Pisang,Buah,Suhu Ruang,6.0,5.6,Mentah
Mangga,Buah,Suhu Ruang,4.0,7.9,Mentah
Jeruk,Buah,Suhu Ruang,0.0,12.5,Matang
Apel,Buah,Pendingin,0.0,1.5,Busuk
Wortel,Sayur,Pendingin,2.0,5.0,Busuk
Tomat,Sayur,Pendingin,1.0,1.9,Busuk
Timun,Sayur,Pembeku,2.0,0.2,Busuk
Mangga,Buah,Pendingin,1.0,10.7,Matang
,Buah,Pembeku,0.0,1973.2,
Anggur,Buah,Pendingin,1.0,5.0,Terlalu Matang
Wortel,Sayur,Suhu Ruang,1.0,1.9,Busuk
Kentang,Sayur,Pembeku,5.0,35.0,Segar
Tomat,Sayur,Pendingin,3.0,23.6,Segar
Kentang,Sayur,Pembeku,2.0,7.4,Busuk
Timun,Sayur,Pembeku,2.0,36.2,Segar
  ,Sayur,Pembeku,6.0,39.6,Segar
Tomat,Sayur,Suhu Ruang,0.0,,Busuk
,Buah,Pendingin,4.0,16.2,Matang
Jeruk,Buah,Suhu Ruang,0.0,2.7,Terlalu Matang
Wortel,Sayur,Suhu Ruang,1.0,1.3,Busuk
Tomat,Sayur,Pembeku,3.0,35.2,Segar
Timun,Sayur,Suhu Ruang,2.0,1.3,Busuk
Jeruk,Buah,Suhu Ruang,2.0,4.0,Terlalu Matang
Anggur,Buah,Pembeku,2.0,14.8,Terlalu Matang
Anggur,Buah,Pendingin,4.0,27.5,Mentah
Anggur,Buah,Pembeku,1.0,4.0,Busuk
Pisang,Buah,Pembeku,3.0,20.9,Matang
Timun,Sayur,Suhu Ruang,1.0,10.2,Segar
Cabe,Sayur,Suhu Ruang,5.0,6.1,Segar
Wortel,Sayur,Pendingin,0.0,0.2,Busuk
Tomat,Sayur,Pembeku,1.0,3.6,Busuk
Apel,Buah,Pembeku,1.0,3.3,Busuk
Timun,Sayur,Suhu Ruang,2.0,0.1,Busuk
Kentang,Sayur,Pendingin,0.0,5.5,Busuk
Cabe,Sayur,Suhu Ruang,4.0,5.5,Segar
Apel,Buah,Pembeku,3.0,9.7,Terlalu Matang
Pisang,Buah,Pendingin,-505.0,-754.4,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1.0,2.8,Terlalu Matang
Apel,Buah,Pendingin,1.0,18.7,Mentah
Kentang,Sayur,Pendingin,3.0,38.0,Segar
Jeruk,Buah,Pendingin,5.0,17.4,Matang
Jeruk,Buah,,2.0,17.7,Terlalu Matang
UNKNOWN,Sayur,Pembeku,6.0,22.1,Segar
Wortel,Sayur,Suhu Ruang,0.0,9.0,Segar
Apel,Buah,Pembeku,1.0,16.9,Terlalu Matang
Kentang,Sayur,Pendingin,1.0,33.4,Segar
Timun,Sayur,Pendingin,2.0,0.7,Busuk
Wortel,Sayur,Pembeku,1.0,8.2,Busuk
Tomat,Sayur,Suhu Ruang,4.0,11.0,Segar
Mangga,Buah,Pembeku,0.0,7.4,Terlalu Matang
Wortel,Sayur,Pendingin,1.0,4.1,Busuk
Mangga,Buah,Pendingin,0.0,0.6,Busuk
Timun,Sayur,Pembeku,0.0,1.7,Busuk
Wortel,Sayur,Pendingin,1.0,5.1,Busuk
Anggur,Buah,Pendingin,0.0,7.7,Terlalu Matang
Kentang,Sayur,Pendingin,5270.0,9672.2,Busuk
Wortel,Sayur,Pendingin,2.0,24.8,Segar
Timun,Sayur,Pembeku,2.0,1.1,Busuk
Pisang,Buah,Pembeku,-5.0,1376.5,Busuk
Anggur,Buah,Pembeku,5.0,28.7,Matang
Cabe,Sayur,Suhu Ruang,2.0,0.5,Busuk
Anggur,Buah,Pendingin,2.0,18.5,Matang
Anggur,Buah,Suhu Ruang,1.0,0.5,Expired
Jeruk,Buah,Pembeku,0.0,2059.9,Terlalu Matang
Timun,Sayur,Pembeku,0.0,2.9,Busuk
,Buah,Pembeku,,,Mentah
Cabe,Sayur,Pendingin,6.0,26.8,Segar
Kentang,Sayur,Suhu Ruang,1.0,2.7,Busuk
Jeruk,Buah,Suhu Ruang,2.0,3.0,Terlalu Matang
buah123,Buah,Pendingin,0.0,1.0,Busuk
Anggur,Buah,Gudang,0.0,18.3,Matang
Mangga,Buah,Suhu Ruang,3.0,2.4,Terlalu Matang
Pisang,Buah,Suhu Ruang,1.0,7.0,Mentah
,Sayur,Pendingin,-99.0,2469.0,null
Kentang,Sayur,,2.0,0.4,Busuk
Cabe,Sayur,Suhu Ruang,500.0,481.3,null
Timun,Sayur,Suhu Ruang,2.0,0.1,Expired
Kentang,Sayur,Pendingin,1.0,3.5,Busuk
Apel,Buah,Suhu Ruang,2.0,4.5,Terlalu Matang
Apel,Buah,Suhu Ruang,0.0,0.2,Busuk
Tomat,Sayur,Pendingin,1.0,22.1,Segar
Pisang,Buah,Pendingin,5.0,19.0,Mentah
,Buah,Pembeku,1.0,,Matang
Cabe,Sayur,Pendingin,-5.0,4196.5,Segar
Apel,Buah,Pembeku,1.0,0.4,Busuk
Anggur,,,1.0,3.9,Terlalu Matang
Apel,Buah,Pendingin,1000.0,1363.2,Terlalu Matang
Tomat,Sayur,Pembeku,5.0,38.8,Segar
Cabe,Sayur,Pendingin,-5.0,1131.5,Segar
Pisang,Buah,Suhu Ruang,1.0,6.7,Matang
Kentang,Sayur,Pembeku,2.0,3.8,Busuk
Cabe,Sayur,Suhu Ruang,1.0,0.7,Busuk
Anggur,Buah,Pendingin,0.0,1.9,Busuk
Apel,Buah,Pendingin,4.0,14.0,Matang
Timun,Sayur,Pembeku,0.0,30.5,Segar
Anggur,Bumbu,Pembeku,3.0,29.1,Matang
Anggur,Buah,Pendingin,3.0,13.0,Matang
Kentang,Sayur,Suhu Ruang,6.0,14.1,Segar
Jeruk,Buah,Suhu Ruang,5.0,13.4,Mentah
Jeruk,Buah,Suhu Ruang,2.0,16.9,Mentah
Cabe,Sayur,Pendingin,2.0,,Busuk
Timun,,,1.0,0.2,
Tomat,Sayur,Pendingin,1.0,22.2,Segar
Kentang,Sayur,Suhu Ruang,1.0,7.3,Segar
Pisang,Buah,Pendingin,4.0,14.6,Matang
Wortel,Sayur,Pembeku,1000.0,4588.4,Busuk
Kentang,Sayur,Pembeku,1.0,8.0,Busuk
Wortel,Sayur,Pendingin,4.0,15.5,Segar
Wortel,Sayur,Suhu Ruang,4.0,10.3,Segar
Jeruk,Buah,Suhu Ruang,4.0,12.3,Matang
Anggur,Buah,Suhu Ruang,1.0,2.3,Terlalu Matang
Jeruk,Buah,,,17.4,Matang
Cabe,Sayur,Pendingin,5.0,17.3,Segar
Tomat,Sayur,Suhu Ruang,2.0,0.1,Busuk
Jeruk,Buah,Pembeku,1.0,41.0,Matang
Timun,Sayur,Pendingin,2.0,1.5,Busuk
Mangga,Buah,Pembeku,500.0,2133.5,Expired
Cabe,Sayur,Pendingin,4.0,23.2,Segar
Kentang,Sayur,Pembeku,2.0,10.9,Busuk
Anggur,Buah,Pendingin,1.0,1.5,Busuk
Kentang,Sayur,Suhu Ruang,4.0,15.5,Segar
Jeruk,Buah,Suhu Ruang,1.0,3.8,Terlalu Matang
Wortel,Sayur,Suhu Ruang,6.0,11.6,Segar
Jeruk,Buah,Suhu Ruang,2.0,12.0,Matang
Mangga,Buah,Pendingin,4.0,16.6,Mentah
Mangga,Buah,Pembeku,0.0,960.1,Expired
Jeruk,Buah,Pendingin,0.0,21.7,Mentah
Kentang,Sayur,Pendingin,3.0,33.5,Segar
Timun,Sayur,Suhu Ruang,9570.0,5450.0,Busuk
Kentang,Sayur,Gudang,3.0,41.4,Segar
Anggur,Buah,Suhu Ruang,4.0,8.6,Mentah
Cabe,Sayur,Suhu Ruang,2.0,5.8,Segar
Jeruk,Buah,Suhu Ruang,0.0,0.4,Busuk
Mangga,Buah,Pendingin,1.0,1.0,Busuk
Mangga,Buah,Pendingin,1.0,12.3,Matang
Mangga,Buah,Pendingin,5.0,15.8,Matang
Wortel,Sayur,Pendingin,0.0,2.0,Busuk
Apel,Buah,Pembeku,1.0,15.3,Terlalu Matang
Tomat,,Suhu Ruang,-99.0,479.9,
Apel,Buah,Pendingin,3.0,21.0,Matang
Kentang,Sayur,Pendingin,2.0,5.4,Busuk
Pisang,Buah,Pendingin,3.0,4.6,Terlalu Matang
Tomat,Sayur,Pembeku,1.0,4.2,Busuk
Kentang,Sayur,Pembeku,0.0,33.5,Segar
Kentang,,Suhu Ruang,2.0,1.6,Busuk
Jeruk,Buah,Pembeku,0.0,27.1,Matang
Cabe,Sayur,Suhu Ruang,0.0,0.5,Busuk
Pisang,Buah,Suhu Ruang,0.0,8.9,Mentah
Apel,Buah,Pendingin,1.0,18.7,Matang
Pisang,Buah,Suhu Ruang,1.0,0.3,Busuk
Pisang,Buah,Suhu Ruang,0.0,0.8,Busuk
Pisang,Buah,Pendingin,5.0,20.0,Mentah
Mangga,Buah,Suhu Ruang,2.0,11.5,Mentah
Pisang,Buah,Suhu Ruang,0.0,9.7,Mentah
Wortel,Sayur,Suhu Ruang,3461.0,6222.8,Segar
Anggur,Buah,Suhu Ruang,0.0,0.2,Busuk
Apel,Buah,Pendingin,1.0,9.4,Terlalu Matang
,Buah,,,23.2,Matang
Jeruk,Buah,Suhu Ruang,0.0,8.7,Matang
Mangga,Buah,Suhu Ruang,1.0,0.3,Busuk
Wortel,Sayur,Pendingin,3.0,29.4,Segar
Anggur,,,1.0,5.6,Matang
Pisang,Buah,Pembeku,1.0,0.8,Busuk
Pisang,Buah,Suhu Ruang,5.0,6.9,Mentah
Tomat,Sayur,Pendingin,-99.0,1019.0,Expired
Mangga,Buah,Suhu Ruang,3.0,2.8,Terlalu Matang
Kentang,Sayur,,500.0,1736.0,N/A
Mangga,Buah,Pendingin,0.0,23.7,Mentah
UNKNOWN,Sayur,Pembeku,1.0,8.0,Busuk
Kentang,Sayur,Pendingin,1.0,5.3,Busuk
Mangga,Buah,Pendingin,2.0,4.2,Terlalu Matang
Kentang,Sayur,Pembeku,5.0,34.0,Segar
Wortel,Sayur,Suhu Ruang,0.0,2.1,Busuk
Wortel,Sayur,Pendingin,1.0,26.7,Segar
Cabe,Sayur,Pendingin,1.0,2.7,Busuk
Kentang,Sayur,Suhu Ruang,0.0,1.4,Busuk
Anggur,Buah,Pembeku,2.0,32.1,Mentah
Tomat,Sayur,Pembeku,2.0,30.1,Segar
Pisang,,Pembeku,0.0,2.9,Busuk
Cabe,Sayur,Pembeku,2.0,2.4,Busuk
Tomat,Sayur,Pendingin,1.0,2.8,Busuk
Tomat,Sayur,Pendingin,1.0,0.6,Busuk
Tomat,Sayur,Pendingin,0.0,1.9,Busuk
,Sayur,,2.0,,Busuk
Tomat,Sayur,Suhu Ruang,-483.0,-549.1,Segar
Tomat,Sayur,Pendingin,4.0,15.6,Segar
Mangga,Buah,Pembeku,1.0,0.1,Busuk
Cabe,Sayur,Suhu Ruang,2.0,7.4,Segar
,Buah,Suhu Ruang,500.0,1396.9,
Apel,Buah,Pendingin,6.0,25.7,Mentah
Wortel,Sayur,Suhu Ruang,1.0,10.8,Segar
Mangga,Buah,Pendingin,3.0,4.1,Terlalu Matang
Kentang,Sayur,Suhu Ruang,0.0,1.7,Busuk
Anggur,Buah,Pendingin,2.0,4.7,Terlalu Matang
Tomat,Sayur,Pembeku,4.0,22.7,Segar
Timun,Sayur,Pembeku,2.0,0.9,Busuk
Apel,Buah,Pendingin,0.0,2.0,Busuk
Jeruk,Buah,Suhu Ruang,3.0,4.8,Terlalu Matang
Pisang,Buah,Suhu Ruang,2.0,7.4,Matang
Pisang,Buah,Suhu Ruang,5.0,6.6,Matang
Anggur,Buah,Suhu Ruang,0.0,2.4,Terlalu Matang
Timun,Sayur,Pembeku,4.0,33.9,Segar
Kentang,Sayur,Pendingin,0.0,0.3,Busuk
Kentang,Sayur,Suhu Ruang,0.0,0.3,Busuk
Pisang,Buah,Pembeku,1.0,2.6,Busuk
Timun,Sayur,Pendingin,0.0,0.0,Busuk
Cabe,Sayur,Pembeku,0.0,4.5,Busuk
Wortel,Sayur,,-99.0,1419.3,null
Tomat,,Pendingin,-99.0,1050.5,N/A
Timun,Sayur,Suhu Ruang,2.0,0.8,Busuk
Kentang,Sayur,Pendingin,2.0,1.5,Busuk
Mangga,Buah,Pembeku,1.0,8.3,Terlalu Matang
Apel,,,,,Busuk
Tomat,Sayur,Pendingin,0.0,1.2,Busuk
Pisang,Buah,Pendingin,5.0,10.5,Matang
Pisang,Buah,Suhu Ruang,0.0,0.8,Busuk
Apel,Buah,Suhu Ruang,3.0,3.2,Terlalu Matang
Timun,Sayur,Pembeku,1.0,2.7,Busuk
Pisang,Buah,Pendingin,0.0,4.0,Terlalu Matang
Tomat,Sayur,Suhu Ruang,1.0,5.8,Segar
Anggur,Buah,Pembeku,3.0,31.3,Mentah
Tomat,Sayur,Suhu Ruang,0.0,3959.5,Segar
Tomat,Sayur,Suhu Ruang,1.0,0.8,Busuk
Mangga,Buah,Suhu Ruang,1000.0,2594.2,Busuk
  ,Buah,Suhu Ruang,5.0,7.0,Matang
Kentang,Sayur,Suhu Ruang,0.0,1.5,Busuk
Anggur,,,1.0,0.3,Busuk
Apel,Buah,Suhu Ruang,3.0,3.4,Terlalu Matang
Kentang,Sayur,Suhu Ruang,2.0,1.0,Busuk
Timun,Sayur,Pendingin,2.0,3.6,Busuk
Tomat,Sayur,Pendingin,0.0,1.2,Busuk
Anggur,Buah,Pembeku,2.0,35.4,Mentah
Kentang,Sayur,Pendingin,4.0,18.1,Expired
Mangga,Buah,Pembeku,2.0,33.7,Mentah
Kentang,,Suhu Ruang,2.0,1.3,Busuk
Apel,Buah,Suhu Ruang,2.0,8.9,Matang
Jeruk,Bumbu,Pembeku,3.0,29.0,Matang
Timun,Sayur,Pembeku,3.0,18.9,Segar
Timun,Sayur,Pendingin,0.0,0.4,Busuk
Pisang,Buah,Pendingin,3.0,9.5,Matang
Mangga,Buah,Pendingin,3.0,21.1,Mentah
Apel,Buah,Suhu Ruang,2.0,3.9,Terlalu Matang
Wortel,Sayur,Suhu Ruang,2.0,0.1,Busuk
Cabe,Sayur,Suhu Ruang,2.0,0.9,Busuk
,Sayur,,0.0,2.2,Busuk
Pisang,Buah,Suhu Ruang,0.0,3.0,Terlalu Matang
Wortel,Sayur,Pendingin,-780.0,-797.2,Busuk
Timun,Sayur,Suhu Ruang,2.0,0.3,Busuk
Mangga,Buah,Pembeku,1.0,34.0,Mentah
Apel,Buah,Pembeku,1.0,33.9,Mentah
,Sayur,Suhu Ruang,4.0,,Segar
Pisang,Buah,Pendingin,4.0,8.0,Matang
Timun,Sayur,Pendingin,,10.4,Segar
Timun,Sayur,Pendingin,1.0,17.6,Segar
Mangga,Buah,Pendingin,1.0,4.2,Terlalu Matang
Jeruk,Buah,Pembeku,2.0,17.8,
Wortel,Sayur,Suhu Ruang,0.0,2.4,Busuk
Apel,Buah,N/A,2.0,14.8,Mentah
Kentang,1,Pendingin,2.0,5.2,Busuk
Pisang,Buah,Pembeku,0.0,1.4,Busuk
Apel,Buah,Pendingin,0.0,0.0,Tidak Diketahui
Kentang,Sayur,Suhu Ruang,2.0,0.2,Busuk
Kentang,Sayur,Suhu Ruang,4.0,17.6,Segar
Timun,Sayur,Pendingin,1.0,2.8,Busuk
Apel,Buah,Pembeku,1.0,4.0,Busuk
Mangga,Buah,Pembeku,2.0,10.0,Terlalu Matang
Apel,Buah,Pembeku,5.0,36.5,
Mangga,Buah,Pembeku,0.0,1553.3,Matang
Tomat,Sayur,Pembeku,2.0,2.5,Busuk
Timun,Sayur,Pendingin,2.0,0.6,Busuk
Jeruk,Buah,Pembeku,4.0,39.3,Mentah
Cabe,Sayur,Suhu Ruang,2.0,0.5,Busuk
Tomat,Sayur,Pendingin,0.0,1.7,Busuk
Mangga,Buah,Suhu Ruang,5.0,6.4,Matang
Jeruk,Buah,Suhu Ruang,0.0,0.4,Busuk
Apel,Buah,Pendingin,0.0,1.3,Busuk
Wortel,Sayur,Suhu Ruang,0.0,1.0,Busuk
Timun,Sayur,Pendingin,4.0,25.9,Segar
Kentang,Sayur,Suhu Ruang,0.0,7.9,Segar
Apel,Buah,Pembeku,1.0,1.8,Busuk
Jeruk,Buah,Pendingin,1.0,0.5,Busuk
Pisang,Buah,Pendingin,3.0,11.9,Matang
Cabe,Sayur,Pendingin,2.0,1.5,Busuk
Tomat,Sayur,Suhu Ruang,0.0,0.6,Busuk
Wortel,Sayur,Pembeku,2.0,7.8,Busuk
Wortel,Sayur,Pembeku,4.0,29.0,Segar
Kentang,,Suhu Ruang,4.0,12.2,Segar
Cabe,Sayur,Pembeku,0.0,0.0,Busuk
Cabe,Sayur,Suhu Ruang,4.0,6.4,Segar
Timun,Sayur,Suhu Ruang,1000.0,2527.6,Busuk
Mangga,Buah,Pendingin,4.0,9.7,Matang
Anggur,Buah,Suhu Ruang,9999.0,477.1,
Kentang,Sayur,Suhu Ruang,5.0,20.7,Segar
,Sayur,,6.0,11.7,Segar
Anggur,Buah,Suhu Ruang,-864.0,-486.3,Terlalu Matang
Apel,Buah,Suhu Ruang,1.0,14.5,Mentah
Tomat,Sayur,Suhu Ruang,1313.0,7217.4,Segar
Jeruk,Buah,Pembeku,1.0,41.0,Matang
Anggur,Buah,Pembeku,4.0,29.5,Matang
,Sayur,Pendingin,500.0,2343.9,N/A
Jeruk,Buah,Suhu Ruang,2.0,3.9,Terlalu Matang
Mangga,Buah,Pendingin,2.0,5.6,Terlalu Matang
Timun,Sayur,Pembeku,2.0,35.9,Segar
Jeruk,Buah,Pendingin,0.0,1.1,Busuk
Jeruk,Buah,Pendingin,2.0,15.4,Matang
,Sayur,Pembeku,2.0,,Busuk
Apel,Buah,Pendingin,0.0,7.2,Terlalu Matang
Pisang,Buah,Suhu Ruang,4066.0,7895.1,Terlalu Matang
Mangga,Buah,Pendingin,5.0,9.4,Matang
Tomat,Sayur,Pembeku,2.0,0.5,Busuk
Tomat,Sayur,Suhu Ruang,,0.6,
Apel,Buah,Suhu Ruang,2.0,10.3,Matang
Tomat,Sayur,Pendingin,3.0,8.3,Segar
Mangga,Buah,Pendingin,0.0,1.1,Busuk
Wortel,Sayur,Pendingin,3.0,21.8,Segar
Tomat,Sayur,Pembeku,1.0,18.1,Segar
Apel,Buah,Pembeku,6.0,37.1,Mentah
Mangga,Buah,Pendingin,5.0,13.3,Mentah
Anggur,Buah,Pembeku,5.0,30.1,Matang
Tomat,Sayur,Pendingin,0.0,0.6,Busuk
Wortel,,,2.0,,Busuk
Mangga,Buah,Pendingin,0.0,17.1,Mentah
Kentang,Sayur,Suhu Ruang,3.0,18.3,Segar
Kentang,Sayur,Suhu Ruang,0.0,13.2,Segar
Tomat,Sayur,Suhu Ruang,5.0,4.8,Segar
Pisang,Buah,Suhu Ruang,1.0,4.4,Matang
Anggur,Buah,Pendingin,0.0,18.4,Matang
Wortel,Sayur,Pembeku,1.0,4.3,Busuk
Kentang,Sayur,Suhu Ruang,6.0,14.5,Segar
Anggur,Buah,Pendingin,0.0,16.6,
Apel,Buah,Pembeku,1.0,4.0,Busuk
Pisang,Buah,Pendingin,2.0,4.4,Terlalu Matang
Mangga,Buah,Pembeku,5.0,34.6,Matang
Anggur,Buah,Pembeku,2.0,39.1,Mentah
Anggur,Buah,Pembeku,2.0,31.9,Mentah
Timun,Sayur,Pembeku,1.0,5.5,Busuk
Jeruk,Buah,Suhu Ruang,4.0,9.7,Mentah
Wortel,Sayur,Pendingin,2.0,0.6,Busuk
Kentang,Daging,Pendingin,1.0,3.0,Busuk
Apel,Buah,Suhu Ruang,0.0,0.8,Busuk
Apel,Buah,Suhu Ruang,0.0,0.0,Busuk
Tomat,Sayur,Pendingin,3.0,16.9,Segar
Apel,Buah,Suhu Ruang,1.0,0.6,Busuk
Cabe,Sayur,Suhu Ruang,5.0,5.8,Segar
Wortel,Sayur,Pembeku,1.0,4.5,Busuk
,Sayur,Suhu Ruang,2.0,,Busuk
Cabe,Sayur,Pembeku,4.0,20.4,Segar
Timun,Sayur,Pembeku,2.0,35.9,Segar
Kentang,Sayur,Suhu Ruang,2.0,0.0,Busuk
Jeruk,Buah,Pendingin,5.0,35.1,Mentah
UNKNOWN,Buah,Suhu Ruang,2.0,3.0,Terlalu Matang
Mangga,Buah,Pendingin,1.0,11.9,Matang
Kentang,Sayur,Pembeku,1.0,10.6,Busuk
Wortel,Sayur,Pendingin,9367.0,9098.6,Busuk
Anggur,Buah,Pendingin,1.0,16.5,Mentah
Cabe,Sayur,Suhu Ruang,1.0,5.5,Segar
Wortel,Sayur,Pembeku,2.0,2.0,Busuk
Kentang,Sayur,Pendingin,4.0,34.4,Segar
Jeruk,Buah,Pembeku,1.0,,
Tomat,Sayur,Pendingin,2.0,15.5,Segar
Cabe,Sayur,Pembeku,2.0,2.3,Busuk
Timun,Sayur,,0.0,-41.6,Expired
Kentang,Sayur,Pendingin,0.0,2.8,Busuk
Pisang,Buah,Suhu Ruang,3.0,2.7,Terlalu Matang
Timun,Sayur,Pendingin,2.0,2.3,Busuk
Kentang,Sayur,Suhu Ruang,1.0,1.2,Busuk
Jeruk,Buah,Pendingin,3.0,19.4,Mentah
Timun,,Pembeku,-99.0,28.5,
Pisang,Buah,Pendingin,0.0,4.4,Terlalu Matang
Pisang,Buah,Pendingin,1.0,6.0,Terlalu Matang
Tomat,Sayur,Suhu Ruang,4.0,11.0,Segar
,Buah,,,2.8,Busuk
Jeruk,Buah,Pendingin,3.0,24.3,Matang
Jeruk,Buah,Pembeku,2.0,14.9,Terlalu Matang
Mangga,Buah,Pembeku,0.0,14.4,Terlalu Matang
Timun,Sayur,Pembeku,1.0,5.3,Busuk
Apel,Buah,Pendingin,4.0,19.3,Matang
Pisang,Buah,Pembeku,2.0,8.7,Terlalu Matang
Jeruk,Buah,Suhu Ruang,2.0,6.9,Matang
Wortel,Sayur,Pendingin,0.0,640.1,null
Wortel,Sayur,Suhu Ruang,6.0,8.3,Segar
Cabe,Sayur,Pembeku,6.0,31.6,Segar
Timun,Sayur,Suhu Ruang,2.0,1.1,Busuk
Anggur,Buah,Pembeku,-539.0,-94.7,Mentah
Mangga,Buah,Pembeku,6.0,30.5,Mentah
Pisang,,Pendingin,0.0,995.1,N/A
Kentang,Sayur,Suhu Ruang,0.0,2754.7,Busuk
Anggur,Buah,Suhu Ruang,4.0,7.6,Mentah
Timun,Sayur,Pembeku,0.0,1.4,Busuk
Kentang,Sayur,Pendingin,0.0,1228.7,
Pisang,Buah,Pembeku,0.0,2.9,Busuk
Timun,Sayur,Pembeku,0.0,2.1,Busuk
Tomat,Sayur,Pembeku,6.0,18.9,Segar
Anggur,Buah,Pendingin,,,Matang
Apel,Buah,Pembeku,0.0,1.1,Busuk
Mangga,Buah,Pembeku,1.0,13.8,Terlalu Matang
Tomat,Sayur,Pembeku,3.0,19.0,Segar
Jeruk,Buah,Suhu Ruang,1.0,0.5,Busuk
Wortel,Sayur,Suhu Ruang,2.0,0.5,Busuk
Jeruk,Buah,Suhu Ruang,2.0,2.6,Terlalu Matang
Anggur,Buah,Pembeku,2.0,10.0,Terlalu Matang
Pisang,Buah,Pendingin,0.0,8.2,Matang
Wortel,Sayur,Pembeku,0.0,2.3,Busuk
Jeruk,Buah,Pendingin,0.0,1.1,Busuk
Apel,Buah,Suhu Ruang,3.0,4.1,Terlalu Matang
Cabe,Sayur,Suhu Ruang,1.0,7.7,Segar
Cabe,Sayur,Pembeku,5.0,32.0,Segar
Tomat,Sayur,Pembeku,1.0,1.5,Busuk
Pisang,Buah,Pembeku,2.0,8.5,Terlalu Matang
Wortel,Sayur,Suhu Ruang,3.0,10.2,Segar
Mangga,Buah,Pembeku,-5.0,4869.5,Busuk
Timun,,Pendingin,-99.0,-14.5,
Wortel,Sayur,Pendingin,2.0,4.3,Busuk
Mangga,Buah,Suhu Ruang,0.0,0.2,Busuk
Anggur,Buah,?,0.0,9.8,Matang
Kentang,Sayur,Pembeku,1.0,7.8,Busuk
Jeruk,,,1.0,41.9,Matang
Timun,Sayur,Pendingin,1.0,2.6,Expired
Apel,Buah,Pembeku,3.0,18.4,Terlalu Matang
Tomat,Sayur,Pembeku,2.0,2.0,Busuk
Jeruk,Buah,Pendingin,5.0,14.1,Matang
Mangga,Buah,,1.0,10.5,Mentah
Pisang,Buah,Pendingin,0.0,4.4,Terlalu Matang
Anggur,Buah,Pembeku,0.0,10.2,Terlalu Matang
Apel,Buah,Pendingin,0.0,19.3,Matang
,,Suhu Ruang,2.0,,Busuk
Cabe,,Pembeku,-99.0,-13.5,
Kentang,Sayur,Pembeku,1.0,4.9,Busuk
Kentang,Sayur,,9999.0,718.6,N/A
##ERROR##,Buah,Suhu Ruang,1.0,5.9,Matang
Mangga,Buah,Pendingin,2.0,21.4,Mentah
Jeruk,Buah,Pendingin,2.0,5.8,Terlalu Matang
Apel,Buah,Pendingin,1.0,0.2,Busuk
