food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,0,98.0,0.0,98.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,284.0,8.0,-5.0,Expired
Sosis Ikan,Produk Protein,Plastik,Chiller,1,38.0,2.0,1.0,Soon
Persik Kaleng,Produk Kaleng,Kaleng,Unknown,1,500.0,2.0,1.0,Segera
Sereal Oat,Unknown,Karton,Outside,1,229.0,12.0,5.0,Soon
Mie Instan Soto,Produk Kering,Plastik,Outside,1,5.0,2.0,-2.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,0,312.0,0.0,250.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,21.0,0.0,21.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,-5.0,7.0,0.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,149.0,0.0,149.0,Fresh
Ikan Makerel,Produk Kaleng,Unknown,Outside,0,500.0,0.0,250.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,114.0,0.0,114.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,0,448.0,0.0,250.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,93.0,0.0,93.0,Fresh
Nugget Ayam,Produk Protein,Unknown,Freezer,1,60.0,6.0,-3.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,204.0,5.0,-4.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,268.0,0.0,250.0,Fresh
Cola Original,Produk Minuman,Kaleng,Outside,1,44.0,5.0,-4.0,Expired
Jus Sirsak,Produk Minuman,Karton,Chiller,1,25.0,3.0,0.0,Expired
Mie Instan Goreng,Unknown,Plastik,Unknown,0,30.0,0.0,30.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,121.0,0.0,121.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,0,10.0,0.0,10.0,Fresh
Jus Apel,Produk Minuman,Karton,Chiller,0,138.0,0.0,138.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,0,27.0,0.0,27.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,242.0,12.0,1.0,Soon
Leci Dalam Sirup,Produk Kaleng,Kaleng,Outside,1,161.0,3.0,0.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,115.0,2.0,1.0,hampir
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,317.0,0.0,250.0,Fresh
Air Mineral,Produk Minuman,Plastik,Outside,0,485.0,0.0,250.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,293.0,0.0,250.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,0,351.0,0.0,250.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Outside,0,276.0,0.0,250.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,27.0,0.0,27.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,115.0,8.0,-5.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,247.0,5.0,-5.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,350.0,0.0,250.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,269.0,2.0,-1.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,5.0,9.0,-4.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Unknown,1,419.0,12.0,8.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Freezer,0,83.0,0.0,83.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,6.0,6.0,-1.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,483.0,1.0,2.0,Soon
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,0,500.0,3.0,-2.0,Expired
Nugget Ayam,Produk Protein,Plastik,frzer,1,29.0,2.0,1.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,63.0,1.0,0.0,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,258.0,0.0,250.0,Fresh
Biskuit Marie,Produk Kering,Plastik,Outside,0,149.0,0.0,149.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,277.0,0.0,250.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,56.0,7.0,0.0,Expired
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,0,441.0,0.0,250.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,231.0,4.0,-4.0,Expired
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,4.0,2.0,1.0,Soon
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,95.0,0.0,95.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,0,196.0,0.0,-50.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,24.0,8.0,-5.0,Expired
Minuman Energi,Unknown,Kaleng,Outside,1,258.0,6.0,-5.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,0,69.0,0.0,69.0,Fresh
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,0,11.0,0.0,11.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,0,56.0,0.0,56.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,294.0,0.0,250.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,149.0,0.0,149.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,179.0,0.0,179.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,310.0,6.0,-5.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,500.0,8.0,-5.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,6.0,0.0,6.0,Soon
Biskuit Marie,Produk Kering,Plastik,Outside,1,166.0,4.0,3.0,Soon
Sereal Granola,Produk Kering,Karton,Outside,1,329.0,9.0,21.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,51.0,11.0,-4.0,Expired
Sosis Ikan,Produk Protein,Plastik,Chiller,0,34.0,0.0,34.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,13.0,5.0,-2.0,Dead
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,269.0,0.0,250.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,2.0,0.0,2.0,Soon
Susu Uht Stroberi,Unknown,Karton,Chiller,1,11.0,5.0,-4.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,1,378.0,7.0,-4.0,Expired
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,500.0,5.0,-3.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Unknown,1,500.0,8.0,-5.0,Expired
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,7.0,0.0,7.0,Soon
Sosis Ayam,Produk Protein,Plastik,Chiller,1,36.0,2.0,3.0,Soon
Teh Tarik,Produk Minuman,Karton,Chiller,0,6.0,0.0,6.0,Soon
Nugget Udang,Produk Protein,Plastik,Freezer,1,21.0,1.0,2.0,Soon
Sosis Frozen,Produk Protein,Plastik,Freezer,0,8.0,0.0,8.0,Fresh
Keju Mozzarella,Unknown,Plastik,Chiller,1,22.0,8.0,-1.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,384.0,3.0,0.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,1,272.0,5.0,-4.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,299.0,4.0,-1.0,Expired
Susu Uht Coklat,Produk Olahan Susu,Kardus,Chiller,1,27.0,1.0,0.0,Expired
Jus Mangga,Produk Minuman,Karton,Chiller,0,103.0,0.0,103.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,363.0,2.0,-1.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,0,214.0,0.0,214.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,0,84.0,0.0,84.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,251.0,0.0,250.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,0,187.0,0.0,187.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,69.0,12.0,13.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,211.0,3.0,-2.0,Expired
Jus Jambu,Produk Minuman,Karton,Chiller,1,88.0,4.0,-1.0,Expired
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,1,164.0,5.0,-4.0,Expired
Teh Tarik,Produk Minuman,Karton,Chiller,1,195.0,2.0,-1.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,0,318.0,0.0,250.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,500.0,12.0,1.0,Soon
Sereal Muesli,Produk Kering,Karton,Outside,1,117.0,9.0,21.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,500.0,8.0,22.0,Fresh
Jus Sirsak,Produk Minuman,Kardus,Chiller,0,97.0,0.0,97.0,Fresh
Nugget Sapi,Produk Protein,Plastik,Freezer,0,84.0,0.0,84.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,6.0,0.0,6.0,Soon
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,292.0,0.0,250.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,2.0,1.0,2.0,Soon
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,79.0,5.0,2.0,Soon
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,5.0,0.0,5.0,Soon
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,38.0,7.0,7.0,Soon
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,1,190.0,1.0,0.0,Expired
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,14.0,0.0,14.0,Fresh
Sosis Frankfurter,Unknown,Plastik,Chiller,0,74.0,0.0,74.0,Fresh
Jus Nanas,Produk Minuman,Unknown,Chiller,1,135.0,7.0,-2.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,468.0,0.0,250.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,263.0,1.0,0.0,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,1,219.0,9.0,-4.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,1,185.0,12.0,2.0,Soon
Biskuit Digestive,Produk Kering,Plastik,Outside,1,254.0,12.0,-5.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,463.0,7.0,-5.0,Expired
Susu Uht Coklat,Unknown,Karton,Chiller,0,143.0,0.0,143.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,127.0,6.0,-3.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,289.0,9.0,5.0,Soon
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,247.0,0.0,247.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,500.0,1.0,2.0,Soon
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,115.0,3.0,0.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,102.0,1.0,2.0,Soon
Teh Tarik,Produk Minuman,Karton,Chiller,0,219.0,0.0,219.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,169.0,3.0,-2.0,Dead
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,52.0,6.0,1.0,Soon
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,145.0,0.0,145.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,168.0,0.0,168.0,Fresh
Nugget Ayam,Produk Protein,Plastik,Unknown,1,142.0,3.0,0.0,Expired
Susu Bubuk Skim,Unknown,Karton,Outside,0,76.0,0.0,76.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,325.0,12.0,-2.0,Expired
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,46.0,4.0,10.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,114.0,0.0,114.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,1,40.0,4.0,-3.0,Expired
Sereal Muesli,Produk Kering,Unknown,Outside,1,102.0,12.0,10.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,266.0,0.0,250.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,21.0,10.0,4.0,Soon
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,500.0,2.0,12.0,Fresh
Sosis Ayam,Produk Protein,Unknown,Chiller,1,32.0,1.0,4.0,Soon
Leci Dalam Sirup,Produk Kaleng,Unknown,Outside,0,388.0,0.0,250.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,74.0,5.0,2.0,Soon
Jus Jambu,Produk Minuman,Karton,Chiller,1,134.0,6.0,-3.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Unknown,1,55.0,1.0,0.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,163.0,0.0,163.0,Fresh
Sereal Oat,Produk Kering,Unknown,Outside,1,152.0,4.0,26.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,18.0,0.0,18.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,0,17.0,0.0,17.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,346.0,3.0,0.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,17.0,4.0,3.0,Soon
Keju Edam,Produk Olahan Susu,Unknown,Chiller,1,43.0,12.0,9.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Unknown,Chiller,0,22.0,0.0,22.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,99.0,12.0,6.0,Segera
Sosis Sapi,Produk Protein,Plastik,Chiller,0,47.0,0.0,47.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,0,331.0,0.0,250.0,Fresh
Biskuit Marie,Produk Kering,Plastik,Outside,1,125.0,2.0,5.0,Soon
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,4.0,2.0,1.0,Soon
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,14.0,4.0,10.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,51.0,7.0,0.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,Outside,1,49.0,4.0,-4.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,152.0,0.0,152.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,135.0,12.0,14.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,236.0,0.0,236.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,1,352.0,6.0,-5.0,Expired
Cola Zero Sugar,Unknown,Kaleng,Outside,0,36.0,0.0,36.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,1,89.0,3.0,4.0,Soon
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,1,13.0,2.0,-1.0,Expired
Biskuit Digestive,Unknown,Plastik,Outside,1,187.0,12.0,0.0,Expired
Nugget Ikan,Produk Protein,Plastik,Freezer,0,129.0,0.0,129.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,0,227.0,0.0,227.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,426.0,4.0,-1.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,1,21.0,8.0,-50.0,Expired
Susu Uht Full Cream,Unknown,Unknown,Chiller,0,260.0,0.0,250.0,Fresh
Nugget Tempe,Produk Protein,Plastik,Freezer,1,80.0,3.0,0.0,Expired
Biskuit Sandwich,Produk Kering,Unknown,Outside,1,36.0,10.0,-5.0,Expired
Air Mineral,Produk Minuman,Plastik,Outside,1,433.0,4.0,-3.0,Expired
Susu Evaporasi,Unknown,Unknown,Chiller,0,76.0,0.0,76.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,0,46.0,0.0,46.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,1,264.0,5.0,-3.0,Expired
Biskuit Digestive,Produk Kering,Plastik,Outside,0,66.0,0.0,66.0,Fresh
Susu Uht Full Cream,Produk Olahan Susu,Karton,Chiller,1,158.0,4.0,3.0,Soon
Biskuit Sandwich,Produk Kering,Plastik,Outside,1,77.0,8.0,-3.0,Expired
Sereal Oat,Unknown,Karton,Outside,0,84.0,0.0,84.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Unknown,Chiller,1,55.0,12.0,1.0,Soon
Biskuit Digestive,Produk Kering,Plastik,Outside,1,304.0,3.0,11.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,0,323.0,0.0,250.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,11.0,2.0,1.0,Soon
Sereal Coklat,Produk Kering,Karton,Outside,0,319.0,0.0,250.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,500.0,7.0,-5.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,171.0,0.0,171.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,39.0,2.0,1.0,Soon
Biskuit Crackers,Produk Kering,Plastik,Outside,0,103.0,0.0,103.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,57.0,0.0,57.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,0,296.0,0.0,250.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,8.0,8.0,-5.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,12.0,4.0,-1.0,Expired
Persik Kaleng,Unknown,Kaleng,Outside,0,167.0,0.0,167.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,57.0,0.0,57.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,Unknown,0,123.0,0.0,123.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,500.0,0.0,196.0,Fresh
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,0,45.0,0.0,45.0,Fresh
Teh Tarik,Produk Minuman,Karton,Chiller,0,41.0,0.0,41.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,347.0,0.0,250.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Unknown,0,308.0,0.0,250.0,Fresh
Keju Cream Cheese,Unknown,Karton,Chiller,1,57.0,10.0,4.0,Soon
Biskuit Digestive,Produk Kering,Plastik,Unknown,0,16.0,0.0,16.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,54.0,4.0,-3.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,0,23.0,0.0,23.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,1,46.0,2.0,-1.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,109.0,12.0,-2.0,Expired
Jus Nanas,Produk Minuman,Karton,Chiller,0,112.0,0.0,112.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,1.0,7.0,-2.0,Expired
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,1,231.0,4.0,-3.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,423.0,6.0,-3.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,1,190.0,2.0,-2.0,Expired
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,18.0,5.0,-2.0,Expired
Jus Apel,Produk Minuman,Karton,Chiller,1,87.0,4.0,1.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,303.0,4.0,-3.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,287.0,0.0,250.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,0,43.0,0.0,250.0,Fresh
Keju Cheddar,Olahan Susu,Plastik,Chiller,0,100.0,0.0,100.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,1,74.0,6.0,-5.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,244.0,0.0,244.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Unknown,1,237.0,4.0,-1.0,Expired
Kornet Ayam,Kaleng,Kaleng,Outside,1,294.0,1.0,2.0,Soon
Teh Tarik,Produk Minuman,Karton,Chiller,0,80.0,0.0,80.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,364.0,12.0,-4.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,14.0,1.0,2.0,Soon
Yogurt Blueberry,Produk Olahan Susu,Unknown,Chiller,1,3.0,7.0,-4.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,1,79.0,2.0,28.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,0,278.0,0.0,250.0,Fresh
Minuman Energi,Unknown,Kaleng,Outside,1,201.0,5.0,-4.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,52.0,0.0,52.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,170.0,0.0,170.0,Fresh
Nugget Udang,Produk Protein,Plastik,Freezer,1,83.0,8.0,-5.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,1,9.0,2.0,-2.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Unknown,1,314.0,2.0,12.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,121.0,0.0,121.0,Fresh
Susu Uht Full Cream,Produk Olahan Susu,Karton,Chiller,0,167.0,0.0,167.0,Fresh
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,0,71.0,0.0,71.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,8.0,9.0,5.0,hampir
Minuman Energi,Produk Minuman,Kaleng,Outside,1,327.0,3.0,-2.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,356.0,2.0,-1.0,Expired
Jus Apel,Produk Minuman,Kardus,Chiller,1,106.0,7.0,-2.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,223.0,0.0,-50.0,Fresh
Cola Original,Produk Minuman,Kaleng,Outside,1,260.0,4.0,-3.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,394.0,5.0,-2.0,Expired
Keju Cream Cheese,Unknown,Karton,Chiller,0,40.0,0.0,40.0,Fresh
Susu Uht Full Cream,Produk Olahan Susu,Karton,Chiller,1,37.0,10.0,-3.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,271.0,0.0,250.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,0,11.0,0.0,11.0,Fresh
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,0,3.0,0.0,3.0,Soon
Air Soda,Produk Minuman,Plastik,Outside,1,327.0,4.0,-3.0,Expired
Jus Mangga,Unknown,Karton,Chiller,1,146.0,4.0,-3.0,Expired
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,474.0,3.0,27.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,392.0,0.0,250.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Unknown,1,119.0,1.0,2.0,Soon
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,439.0,0.0,250.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,173.0,8.0,-5.0,Expired
Mie Instan Soto,Produk Kering,Unknown,Outside,1,318.0,3.0,-3.0,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,156.0,6.0,-3.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,381.0,7.0,-4.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freeze,1,70.0,8.0,-5.0,Expired
Mie Instan Soto,Unknown,Plastik,Outside,1,133.0,4.0,-4.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,0,212.0,0.0,212.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,22.0,2.0,1.0,Soon
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,237.0,0.0,237.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,111.0,2.0,-2.0,Expired
Soda Jeruk,Produk Minuman,Unknown,Outside,1,220.0,2.0,-1.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,278.0,0.0,250.0,Fresh
Nugget Ayam,Produk Protein,Plastik,Freezer,1,49.0,4.0,-1.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,219.0,6.0,-5.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,249.0,0.0,249.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,283.0,2.0,1.0,Soon
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,268.0,0.0,250.0,Fresh
Mie Instan Soto,Unknown,Plastik,Outside,1,108.0,4.0,-4.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,149.0,3.0,-2.0,Expired
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,0,17.0,0.0,17.0,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,0,19.0,0.0,19.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,333.0,0.0,250.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,9.0,2.0,1.0,Soon
Minuman Energi,Produk Minuman,Kaleng,Outside,1,16.0,2.0,-1.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,56.0,6.0,-5.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,93.0,4.0,-4.0,Expired
Jus Apel,Produk Minuman,Karton,Chiller,0,26.0,0.0,26.0,Fresh
Nugget Udang,Produk Protein,Plastik,Freezer,1,61.0,4.0,-1.0,Expired
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,1,138.0,3.0,-2.0,Expired
Nugget Udang,Produk Protein,Plastik,Freezer,1,22.0,7.0,-4.0,Expired
Teh Tarik,Produk Minuman,Karton,Chiller,0,76.0,0.0,76.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,137.0,7.0,-4.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,196.0,3.0,-2.0,Expired
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,353.0,1.0,0.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,44.0,0.0,44.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,1,160.0,1.0,-1.0,Expired
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,1,59.0,1.0,0.0,Dead
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,245.0,0.0,245.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,0,25.0,0.0,25.0,Fresh
Susu Uht Vanila,Produk Olahan Susu,Karton,Unknown,1,145.0,6.0,-5.0,Expired
