nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Anggur,Buah,Suhu Ruang,6,7,Mentah
Tomat,Sayur,Suhu Ruang,6,10,Segar
Cabe,Sayur,Pendingin,2,2,Busuk
Mangga,Buah,Pembeku,1,0,Busuk
Mangga,Buah,Pendingin,1,18,Mentah
Tomat,Sayur,Suhu Ruang,1,0,Busuk
Wortel,Sayur,Pendingin,1,4,Busuk
Pisang,Buah,Pendingin,5,13,Matang
Apel,Buah,Pembeku,1,4,Busuk
Pisang,Buah,Suhu Ruang,6,6,Mentah
Timun,Sayur,Pendingin,1,0,Busuk
Kentang,Sayur,Pembeku,2,4,Busuk
Pisang,Buah,Suhu Ruang,3,2,Terlalu Matang
Apel,Buah,Suhu Ruang,0,0,Busuk
Pisang,Buah,Suhu Ruang,0,5,Matang
Pisang,Buah,Suhu Ruang,1,2,Terlalu Matang
Anggur,Buah,Pembeku,3,35,Mentah
Jeruk,Buah,Pendingin,2,6,Terlalu Matang
Jeruk,Buah,Suhu Ruang,2,17,Mentah
Kentang,Sayur,Pendingin,0,5,Busuk
Timun,Sayur,Pendingin,3,23,Segar
Pisang,Buah,Pembeku,0,23,Matang
Mangga,Buah,Pendingin,2,13,Mentah
Pisang,Buah,Suhu Ruang,4,7,Matang
Timun,Sayur,Suhu Ruang,0,9,Segar
Cabe,Sayur,Pendingin,1,1,Busuk
Kentang,Sayur,Suhu Ruang,2,1,Busuk
Timun,Sayur,Pendingin,2,9,Segar
Cabe,Sayur,Pembeku,0,6,Busuk
Mangga,Buah,Suhu Ruang,1,0,Busuk
Timun,Sayur,Suhu Ruang,6,4,Segar
Apel,Buah,Pembeku,0,17,Terlalu Matang
Timun,Sayur,Pembeku,5,32,Segar
Mangga,Buah,Suhu Ruang,1,7,Matang
Apel,Buah,Pembeku,1,41,Mentah
Wortel,Sayur,Pendingin,2,25,Segar
Pisang,Buah,Suhu Ruang,5,5,Mentah
Tomat,Sayur,Pembeku,2,2,Busuk
Timun,Sayur,Suhu Ruang,0,1,Busuk
Timun,Sayur,Pendingin,0,1,Busuk
Apel,Buah,Suhu Ruang,1,10,Mentah
Tomat,Sayur,Pembeku,4,27,Segar
Kentang,Sayur,Pendingin,1,33,Segar
Jeruk,Buah,Suhu Ruang,3,7,Matang
Kentang,Sayur,Suhu Ruang,1,1,Busuk
Cabe,Sayur,Pendingin,2,0,Busuk
Kentang,Sayur,Pendingin,1,4,Busuk
Anggur,Buah,Pendingin,1,14,Matang
Wortel,Sayur,Pembeku,0,4,Busuk
Wortel,Sayur,Suhu Ruang,2,0,Busuk
Pisang,Buah,Pendingin,3,10,Matang
Timun,Sayur,Suhu Ruang,0,0,Busuk
Mangga,Buah,Suhu Ruang,1,10,Mentah
Timun,Sayur,Suhu Ruang,0,9,Segar
Kentang,Sayur,Suhu Ruang,3,11,Segar
Wortel,Sayur,Pendingin,6,32,Segar
Tomat,Sayur,Suhu Ruang,1,10,Segar
Anggur,Buah,Pembeku,0,28,Mentah
Tomat,Sayur,Suhu Ruang,2,1,Busuk
Anggur,Buah,Pembeku,3,25,Matang
Wortel,Sayur,Pembeku,5,31,Segar
Anggur,Buah,Suhu Ruang,2,3,Terlalu Matang
Pisang,Buah,Suhu Ruang,4,6,Matang
Anggur,Buah,Pendingin,1,6,Terlalu Matang
Wortel,Sayur,Pendingin,2,2,Busuk
Tomat,Sayur,Pendingin,0,2,Busuk
Anggur,Buah,Pendingin,5,15,Mentah
Pisang,Buah,Pembeku,3,16,Matang
Mangga,Buah,Pembeku,3,8,Terlalu Matang
Kentang,Sayur,Suhu Ruang,2,8,Segar
Cabe,Sayur,Pendingin,3,13,Segar
Timun,Sayur,Pendingin,1,2,Busuk
Tomat,Sayur,Suhu Ruang,3,4,Segar
Cabe,Sayur,Suhu Ruang,6,7,Segar
Timun,Sayur,Suhu Ruang,0,0,Busuk
Mangga,Buah,Suhu Ruang,1,10,Mentah
Apel,Buah,Pendingin,3,8,Terlalu Matang
Apel,Buah,Pendingin,4,16,Matang
Pisang,Buah,Pembeku,0,31,Mentah
Apel,Buah,Suhu Ruang,1,15,Mentah
Pisang,Buah,Pembeku,2,19,Matang
Mangga,Buah,Pembeku,0,13,Terlalu Matang
Wortel,Sayur,Suhu Ruang,0,0,Busuk
Jeruk,Buah,Pendingin,6,31,Mentah
Mangga,Buah,Suhu Ruang,2,5,Matang
Jeruk,Buah,Pendingin,1,6,Terlalu Matang
Wortel,Sayur,Pendingin,2,1,Busuk
Wortel,Sayur,Suhu Ruang,0,2,Busuk
Apel,Buah,Pembeku,0,9,Terlalu Matang
Mangga,Buah,Suhu Ruang,6,9,Mentah
Apel,Buah,Pendingin,1,0,Busuk
Timun,Sayur,Pembeku,2,2,Busuk
Mangga,Buah,Pembeku,3,7,Terlalu Matang
Timun,Sayur,Suhu Ruang,3,7,Segar
Mangga,Buah,Suhu Ruang,3,10,Mentah
Jeruk,Buah,Pembeku,1,12,Terlalu Matang
Wortel,Sayur,Pendingin,5,29,Segar
Mangga,Buah,Suhu Ruang,3,5,Matang
Pisang,Buah,Pembeku,0,0,Busuk
Pisang,Buah,Pembeku,5,31,Matang
Timun,Sayur,Pendingin,6,15,Segar
Kentang,Sayur,Pendingin,1,3,Busuk
Anggur,Buah,Pendingin,2,17,Matang
Cabe,Sayur,Pembeku,1,6,Busuk
Tomat,Sayur,Pembeku,2,41,Segar
Wortel,Sayur,Suhu Ruang,2,0,Busuk
Apel,Buah,Pembeku,3,14,Terlalu Matang
Tomat,Sayur,Pembeku,6,32,Segar
Mangga,Buah,Suhu Ruang,5,6,Mentah
Pisang,Buah,Pembeku,2,20,Matang
Cabe,Sayur,Pembeku,1,5,Busuk
Tomat,Sayur,Pembeku,3,19,Segar
Jeruk,Buah,Pendingin,0,0,Busuk
Tomat,Sayur,Pembeku,3,17,Segar
Wortel,Sayur,Pendingin,2,0,Busuk
Mangga,Buah,Suhu Ruang,5,4,Matang
Kentang,Sayur,Pembeku,0,9,Busuk
Timun,Sayur,Suhu Ruang,1,0,Busuk
Mangga,Buah,Pendingin,0,0,Busuk
Mangga,Buah,Pendingin,3,6,Terlalu Matang
Wortel,Sayur,Pendingin,5,38,Segar
Wortel,Sayur,Pendingin,4,35,Segar
Pisang,Buah,Suhu Ruang,3,5,Mentah
Mangga,Buah,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pendingin,6,26,Mentah
Cabe,Sayur,Suhu Ruang,1,13,Segar
Pisang,Buah,Pendingin,0,1,Busuk
Kentang,Sayur,Pendingin,1,2,Busuk
Apel,Buah,Pendingin,2,5,Terlalu Matang
Anggur,Buah,Pembeku,0,3,Busuk
Mangga,Buah,Pendingin,6,15,Mentah
Kentang,Sayur,Pendingin,1,38,Segar
Apel,Buah,Suhu Ruang,1,0,Busuk
Mangga,Buah,Pembeku,2,26,Mentah
Pisang,Buah,Pendingin,5,9,Matang
Mangga,Buah,Suhu Ruang,1,3,Terlalu Matang
Apel,Buah,Pembeku,3,17,Terlalu Matang
Pisang,Buah,Pembeku,1,2,Busuk
Wortel,Sayur,Pendingin,0,16,Segar
Timun,Sayur,Pembeku,5,24,Segar
Anggur,Buah,Pendingin,5,20,Mentah
Timun,Sayur,Pendingin,0,2,Busuk
Tomat,Sayur,Pembeku,6,33,Segar
Cabe,Sayur,Suhu Ruang,5,11,Segar
Anggur,Buah,Pembeku,0,2,Busuk
Apel,Buah,Suhu Ruang,0,4,Terlalu Matang
Timun,Sayur,Pembeku,0,6,Busuk
Apel,Buah,Pendingin,4,22,Matang
Cabe,Sayur,Pendingin,2,1,Busuk
Wortel,Sayur,Pembeku,1,40,Segar
Anggur,Buah,Suhu Ruang,1,2,Terlalu Matang
Mangga,Buah,Suhu Ruang,1,0,Busuk
Timun,Sayur,Pendingin,0,3,Busuk
Tomat,Sayur,Pembeku,1,6,Busuk
Cabe,Sayur,Suhu Ruang,0,1,Busuk
Wortel,Sayur,Pembeku,5,34,Segar
Apel,Buah,Pembeku,5,31,Matang
Timun,Sayur,Pendingin,0,1,Busuk
Apel,Buah,Pendingin,5,27,Mentah
Kentang,Sayur,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Pembeku,2,35,Segar
Cabe,Sayur,Pembeku,1,1,Busuk
Wortel,Sayur,Suhu Ruang,0,0,Busuk
Timun,Sayur,Pembeku,1,39,Segar
Cabe,Sayur,Suhu Ruang,6,12,Segar
Pisang,Buah,Pembeku,2,18,Matang
Timun,Sayur,Pendingin,2,1,Busuk
Mangga,Buah,Pembeku,1,34,Matang
Anggur,Buah,Suhu Ruang,0,2,Terlalu Matang
Pisang,Buah,Pendingin,5,21,Mentah
Pisang,Buah,Pembeku,0,7,Terlalu Matang
Anggur,Buah,Pembeku,0,1,Busuk
Kentang,Sayur,Suhu Ruang,1,20,Segar
Cabe,Sayur,Pembeku,3,35,Segar
Apel,Buah,Pembeku,0,1,Busuk
Anggur,Buah,Suhu Ruang,2,9,Matang
Kentang,Sayur,Suhu Ruang,3,9,Segar
Cabe,Sayur,Pendingin,2,18,Segar
Pisang,Buah,Pendingin,0,0,Busuk
Jeruk,Buah,Pembeku,0,16,Terlalu Matang
Pisang,Buah,Pendingin,0,4,Terlalu Matang
Pisang,Buah,Pendingin,4,14,Matang
Timun,Sayur,Pendingin,2,16,Segar
Kentang,Sayur,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pembeku,0,2,Busuk
Timun,Sayur,Pembeku,2,40,Segar
Tomat,Sayur,Pendingin,0,1,Busuk
Timun,Sayur,Pembeku,1,6,Busuk
Pisang,Buah,Suhu Ruang,1,5,Matang
Mangga,Buah,Suhu Ruang,0,0,Busuk
Jeruk,Buah,Pendingin,1,1,Busuk
Apel,Buah,Suhu Ruang,5,10,Matang
Pisang,Buah,Pembeku,0,0,Busuk
Timun,Sayur,Pembeku,0,4,Busuk
Kentang,Sayur,Suhu Ruang,1,19,Segar
Anggur,Buah,Suhu Ruang,0,8,Matang
Cabe,Sayur,Pendingin,3,29,Segar
Mangga,Buah,Pembeku,1,33,Mentah
Jeruk,Buah,Pendingin,0,6,Terlalu Matang
Jeruk,Buah,Suhu Ruang,3,5,Terlalu Matang
Apel,Buah,Suhu Ruang,1,6,Matang
Pisang,Buah,Pembeku,3,40,Mentah
Pisang,Buah,Suhu Ruang,1,7,Matang
Anggur,Buah,Suhu Ruang,1,3,Terlalu Matang
Timun,Sayur,Pembeku,3,32,Segar
Tomat,Sayur,Pendingin,1,2,Busuk
Cabe,Sayur,Pendingin,1,2,Busuk
Kentang,Sayur,Suhu Ruang,0,2,Busuk
Apel,Buah,Pendingin,1,5,Terlalu Matang
Cabe,Sayur,Pembeku,2,4,Busuk
Apel,Buah,Pendingin,0,8,Terlalu Matang
Wortel,Sayur,Suhu Ruang,1,0,Busuk
Anggur,Buah,Pembeku,0,2,Busuk
Apel,Buah,Suhu Ruang,4,12,Mentah
Mangga,Buah,Pembeku,0,13,Terlalu Matang
Wortel,Sayur,Pendingin,0,1,Busuk
Mangga,Buah,Pendingin,2,15,Mentah
Pisang,Buah,Pembeku,1,23,Matang
Kentang,Sayur,Pendingin,1,1,Busuk
Apel,Buah,Suhu Ruang,3,2,Terlalu Matang
Cabe,Sayur,Pendingin,1,2,Busuk
Wortel,Sayur,Suhu Ruang,4,13,Segar
Wortel,Sayur,Suhu Ruang,4,11,Segar
Timun,Sayur,Suhu Ruang,2,9,Segar
Apel,Buah,Pendingin,0,2,Busuk
Timun,Sayur,Pendingin,2,10,Segar
Kentang,Sayur,Pembeku,1,8,Busuk
Jeruk,Buah,Suhu Ruang,2,14,Mentah
Kentang,Sayur,Pendingin,2,3,Busuk
Timun,Sayur,Suhu Ruang,2,1,Busuk
Anggur,Buah,Pendingin,2,16,Mentah
Pisang,Buah,Suhu Ruang,3,7,Matang
Timun,Sayur,Pendingin,3,14,Segar
Timun,Sayur,Pembeku,1,20,Segar
Kentang,Sayur,Pendingin,1,40,Segar
Mangga,Buah,Pembeku,4,38,Mentah
Pisang,Buah,Pendingin,4,14,Matang
Anggur,Buah,Pembeku,1,35,Matang
Cabe,Sayur,Pendingin,0,2,Busuk
Anggur,Buah,Pembeku,0,0,Busuk
Cabe,Sayur,Pendingin,2,0,Busuk
Anggur,Buah,Pendingin,6,16,Mentah
Jeruk,Buah,Pendingin,0,8,Terlalu Matang
Apel,Buah,Pendingin,3,6,Terlalu Matang
Jeruk,Buah,Pembeku,0,0,Busuk
Timun,Sayur,Pembeku,0,2,Busuk
Anggur,Buah,Pembeku,1,33,Mentah
Cabe,Sayur,Pendingin,0,2,Busuk
Jeruk,Buah,Pendingin,0,8,Terlalu Matang
Anggur,Buah,Pembeku,3,14,Terlalu Matang
Mangga,Buah,Pembeku,6,35,Mentah
Mangga,Buah,Suhu Ruang,2,2,Terlalu Matang
Kentang,Sayur,Pembeku,1,7,Busuk
Apel,Buah,Suhu Ruang,0,0,Busuk
Wortel,Sayur,Pembeku,1,28,Segar
Cabe,Sayur,Pendingin,1,1,Busuk
Mangga,Buah,Suhu Ruang,2,8,Matang
Kentang,Sayur,Suhu Ruang,4,13,Segar
Pisang,Buah,Suhu Ruang,2,4,Matang
Mangga,Buah,Pembeku,1,32,Mentah
Timun,Sayur,Suhu Ruang,2,0,Busuk
Anggur,Buah,Pendingin,3,17,Matang
Anggur,Buah,Suhu Ruang,1,0,Busuk
Anggur,Buah,Pendingin,4,13,Matang
Apel,Buah,Pendingin,4,12,Matang
Mangga,Buah,Pembeku,1,2,Busuk
Anggur,Buah,Suhu Ruang,1,3,Terlalu Matang
Anggur,Buah,Pembeku,6,40,Mentah
Apel,Buah,Suhu Ruang,0,0,Busuk
Cabe,Sayur,Pendingin,5,25,Segar
Jeruk,Buah,Suhu Ruang,1,1,Busuk
Wortel,Sayur,Pendingin,0,1,Busuk
Jeruk,Buah,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Suhu Ruang,0,0,Busuk
Cabe,Sayur,Pendingin,1,1,Busuk
Pisang,Buah,Suhu Ruang,2,3,Terlalu Matang
Jeruk,Buah,Pendingin,0,0,Busuk
Tomat,Sayur,Pendingin,1,0,Busuk
Anggur,Buah,Pembeku,3,12,Terlalu Matang
Tomat,Sayur,Pembeku,2,3,Busuk
Kentang,Sayur,Pembeku,1,3,Busuk
Apel,Buah,Suhu Ruang,2,4,Terlalu Matang
Apel,Buah,Suhu Ruang,1,6,Matang
Wortel,Sayur,Pembeku,2,8,Busuk
Anggur,Buah,Suhu Ruang,2,2,Terlalu Matang
Apel,Buah,Pendingin,0,14,Matang
Pisang,Buah,Suhu Ruang,0,2,Terlalu Matang
Kentang,Sayur,Pendingin,5,41,Segar
Tomat,Sayur,Pendingin,0,2,Busuk
Jeruk,Buah,Pembeku,1,1,Busuk
Timun,Sayur,Pendingin,6,23,Segar
Mangga,Buah,Pendingin,3,4,Terlalu Matang
Cabe,Sayur,Pembeku,5,39,Segar
Jeruk,Buah,Pembeku,0,1,Busuk
Tomat,Sayur,Pembeku,3,35,Segar
Cabe,Sayur,Pembeku,1,7,Busuk
Timun,Sayur,Pendingin,6,12,Segar
Tomat,Sayur,Pendingin,0,21,Segar
Mangga,Buah,Pembeku,2,21,Matang
Kentang,Sayur,Pendingin,2,1,Busuk
Timun,Sayur,Pembeku,0,21,Segar
Jeruk,Buah,Suhu Ruang,2,2,Terlalu Matang
Tomat,Sayur,Pembeku,1,37,Segar
Anggur,Buah,Pendingin,1,1,Busuk
Apel,Buah,Pembeku,2,12,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1,0,Busuk
Jeruk,Buah,Pendingin,1,1,Busuk
Jeruk,Buah,Suhu Ruang,5,12,Matang
Jeruk,Buah,Suhu Ruang,6,13,Mentah
Timun,Sayur,Pembeku,6,22,Segar
Pisang,Buah,Pendingin,2,18,Mentah
Wortel,Sayur,Pendingin,2,1,Busuk
Cabe,Sayur,Pembeku,1,5,Busuk
Anggur,Buah,Suhu Ruang,3,7,Mentah
Tomat,Sayur,Pendingin,6,14,Segar
Jeruk,Buah,Pendingin,1,8,Terlalu Matang
Cabe,Sayur,Suhu Ruang,0,6,Segar
Jeruk,Buah,Suhu Ruang,1,12,Matang
Timun,Sayur,Pembeku,4,33,Segar
Wortel,Sayur,Pendingin,1,19,Segar
Tomat,Sayur,Pembeku,1,30,Segar
Anggur,Buah,Pembeku,0,32,Mentah
Kentang,Sayur,Pembeku,1,9,Busuk
Wortel,Sayur,Pembeku,0,4,Busuk
Jeruk,Buah,Pendingin,1,6,Terlalu Matang
Jeruk,Buah,Pembeku,1,40,Mentah
Mangga,Buah,Pembeku,1,3,Busuk
Mangga,Buah,Pembeku,0,10,Terlalu Matang
Wortel,Sayur,Suhu Ruang,6,17,Segar
Mangga,Buah,Pendingin,6,18,Mentah
Mangga,Buah,Pendingin,1,3,Terlalu Matang
Jeruk,Buah,Pembeku,1,18,Terlalu Matang
Cabe,Sayur,Pembeku,3,29,Segar
Kentang,Sayur,Pendingin,6,25,Segar
Tomat,Sayur,Pendingin,6,21,Segar
Apel,Buah,Pendingin,2,9,Terlalu Matang
Cabe,Sayur,Pendingin,6,22,Segar
Pisang,Buah,Pendingin,4,8,Matang
Mangga,Buah,Pembeku,1,9,Terlalu Matang
Cabe,Sayur,Suhu Ruang,1,13,Segar
Wortel,Sayur,Suhu Ruang,4,7,Segar
Anggur,Buah,Suhu Ruang,1,9,Matang
Timun,Sayur,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pendingin,1,17,Matang
Anggur,Buah,Pembeku,1,15,Terlalu Matang
Kentang,Sayur,Pembeku,0,1,Busuk
Timun,Sayur,Pembeku,6,22,Segar
Mangga,Buah,Pendingin,0,1,Busuk
Cabe,Sayur,Pendingin,2,3,Busuk
Tomat,Sayur,Suhu Ruang,1,8,Segar
Timun,Sayur,Suhu Ruang,1,0,Busuk
Pisang,Buah,Suhu Ruang,2,5,Matang
Cabe,Sayur,Suhu Ruang,2,0,Busuk
Cabe,Sayur,Pendingin,2,1,Busuk
Mangga,Buah,Pembeku,1,19,Matang
Jeruk,Buah,Suhu Ruang,5,14,Mentah
Cabe,Sayur,Pendingin,6,17,Segar
Timun,Sayur,Suhu Ruang,5,7,Segar
Jeruk,Buah,Suhu Ruang,0,0,Busuk
Cabe,Sayur,Suhu Ruang,6,10,Segar
Pisang,Buah,Pendingin,1,14,Matang
Apel,Buah,Pembeku,0,10,Terlalu Matang
Kentang,Sayur,Pembeku,2,6,Busuk
Jeruk,Buah,Pendingin,5,15,Matang
Apel,Buah,Pembeku,2,37,Mentah
Jeruk,Buah,Suhu Ruang,0,3,Terlalu Matang
Wortel,Sayur,Suhu Ruang,5,11,Segar
Kentang,Sayur,Pendingin,2,19,Segar
Timun,Sayur,Suhu Ruang,6,11,Segar
Pisang,Buah,Pembeku,1,23,Mentah
Cabe,Sayur,Pembeku,1,5,Busuk
Timun,Sayur,Suhu Ruang,1,1,Busuk
Pisang,Buah,Suhu Ruang,1,1,Terlalu Matang
Cabe,Sayur,Suhu Ruang,2,0,Busuk
Jeruk,Buah,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Suhu Ruang,6,14,Segar
Wortel,Sayur,Pendingin,1,17,Segar
Jeruk,Buah,Suhu Ruang,2,10,Matang
Mangga,Buah,Pembeku,1,29,Matang
Apel,Buah,Suhu Ruang,3,7,Matang
Anggur,Buah,Pendingin,3,6,Terlalu Matang
Timun,Sayur,Pendingin,0,13,Segar
Tomat,Sayur,Suhu Ruang,5,6,Segar
Mangga,Buah,Suhu Ruang,4,7,Matang
Cabe,Sayur,Pendingin,0,1,Busuk
Pisang,Buah,Pembeku,0,2,Busuk
Mangga,Buah,Suhu Ruang,0,3,Terlalu Matang
Tomat,Sayur,Suhu Ruang,1,4,Segar
Tomat,Sayur,Pembeku,0,0,Busuk
Kentang,Sayur,Pembeku,2,5,Busuk
Anggur,Buah,Pembeku,2,34,Mentah
Cabe,Sayur,Pembeku,2,7,Busuk
Tomat,Sayur,Pembeku,2,0,Busuk
Kentang,Sayur,Suhu Ruang,2,1,Busuk
Timun,Sayur,Pembeku,2,5,Busuk
Mangga,Buah,Pembeku,6,36,Mentah
Tomat,Sayur,Pembeku,2,0,Busuk
Timun,Sayur,Pembeku,2,0,Busuk
Wortel,Sayur,Suhu Ruang,6,9,Segar
Kentang,Sayur,Suhu Ruang,2,7,Segar
Mangga,Buah,Pendingin,5,9,Matang
Anggur,Buah,Pembeku,5,30,Matang
Tomat,Sayur,Pembeku,0,0,Busuk
Tomat,Sayur,Suhu Ruang,6,6,Segar
Anggur,Buah,Pembeku,5,32,Matang
Tomat,Sayur,Suhu Ruang,4,5,Segar
Cabe,Sayur,Pembeku,0,37,Segar
Pisang,Buah,Pembeku,0,29,Matang
Apel,Buah,Suhu Ruang,3,10,Mentah
Timun,Sayur,Pendingin,5,18,Segar
Pisang,Buah,Pendingin,1,12,Mentah
Anggur,Buah,Suhu Ruang,2,9,Matang
Cabe,Sayur,Pendingin,2,13,Segar
Timun,Sayur,Pendingin,2,0,Busuk
Pisang,Buah,Pembeku,1,9,Terlalu Matang
Apel,Buah,Suhu Ruang,1,0,Busuk
Tomat,Sayur,Suhu Ruang,0,1,Busuk
Anggur,Buah,Pendingin,2,13,Matang
Anggur,Buah,Pembeku,3,14,Terlalu Matang
Cabe,Sayur,Pembeku,0,38,Segar
Timun,Sayur,Suhu Ruang,2,1,Busuk
Anggur,Buah,Suhu Ruang,1,3,Terlalu Matang
Timun,Sayur,Suhu Ruang,0,8,Segar
Jeruk,Buah,Pendingin,0,0,Busuk
Timun,Sayur,Pendingin,1,0,Busuk
Pisang,Buah,Pembeku,3,26,Matang
Tomat,Sayur,Pembeku,1,6,Busuk
Pisang,Buah,Pendingin,0,5,Terlalu Matang
Timun,Sayur,Pendingin,1,2,Busuk
Cabe,Sayur,Pembeku,1,4,Busuk
Timun,Sayur,Pembeku,5,19,Segar
Apel,Buah,Pembeku,1,25,Matang
Pisang,Buah,Pendingin,1,0,Busuk
Jeruk,Buah,Suhu Ruang,0,4,Terlalu Matang
Timun,Sayur,Suhu Ruang,2,4,Segar
Pisang,Buah,Pendingin,0,10,Matang
Tomat,Sayur,Pembeku,1,0,Busuk
Jeruk,Buah,Pembeku,3,41,Matang
Mangga,Buah,Pembeku,4,28,Mentah
Wortel,Sayur,Pendingin,2,0,Busuk
Wortel,Sayur,Pembeku,2,3,Busuk
Cabe,Sayur,Pendingin,1,3,Busuk
Kentang,Sayur,Suhu Ruang,1,1,Busuk
Anggur,Buah,Pendingin,1,4,Terlalu Matang
Cabe,Sayur,Pendingin,5,20,Segar
Apel,Buah,Suhu Ruang,0,2,Terlalu Matang
Apel,Buah,Pendingin,2,8,Terlalu Matang
Kentang,Sayur,Suhu Ruang,1,10,Segar
Jeruk,Buah,Suhu Ruang,0,12,Matang
Timun,Sayur,Pendingin,5,24,Segar
Wortel,Sayur,Pembeku,2,7,Busuk
Pisang,Buah,Pendingin,1,3,Terlalu Matang
Timun,Sayur,Suhu Ruang,2,1,Busuk
Tomat,Sayur,Pendingin,1,2,Busuk
Cabe,Sayur,Suhu Ruang,2,5,Segar
Mangga,Buah,Pendingin,5,12,Mentah
Tomat,Sayur,Pembeku,1,18,Segar
Wortel,Sayur,Pembeku,2,6,Busuk
Jeruk,Buah,Pembeku,3,20,Terlalu Matang
Cabe,Sayur,Suhu Ruang,6,11,Segar
Anggur,Buah,Suhu Ruang,0,0,Busuk
Wortel,Sayur,Suhu Ruang,2,11,Segar
Timun,Sayur,Pembeku,1,3,Busuk
Jeruk,Buah,Pendingin,0,26,Mentah
Cabe,Sayur,Suhu Ruang,0,1,Busuk
Pisang,Buah,Suhu Ruang,1,0,Busuk
Jeruk,Buah,Suhu Ruang,5,10,Matang
Anggur,Buah,Suhu Ruang,5,9,Matang
Tomat,Sayur,Suhu Ruang,1,10,Segar
Pisang,Buah,Suhu Ruang,5,4,Matang
Pisang,Buah,Pembeku,1,8,Terlalu Matang
Mangga,Buah,Suhu Ruang,3,11,Mentah
Wortel,Sayur,Pendingin,1,3,Busuk
Tomat,Sayur,Suhu Ruang,1,8,Segar
Tomat,Sayur,Pembeku,3,27,Segar
Jeruk,Buah,Pembeku,4,29,Matang
Tomat,Sayur,Pendingin,3,15,Segar
Anggur,Buah,Pembeku,1,33,Matang
Pisang,Buah,Pembeku,3,9,Terlalu Matang
Cabe,Sayur,Pembeku,5,20,Segar
Jeruk,Buah,Suhu Ruang,1,9,Matang
Cabe,Sayur,Pembeku,1,3,Busuk
Timun,Sayur,Suhu Ruang,2,7,Segar
Cabe,Sayur,Pendingin,6,20,Segar
Tomat,Sayur,Pembeku,1,4,Busuk
Wortel,Sayur,Pendingin,1,2,Busuk
Anggur,Buah,Suhu Ruang,2,7,Mentah
Cabe,Sayur,Pendingin,0,3,Busuk
Wortel,Sayur,Suhu Ruang,4,8,Segar
Kentang,Sayur,Suhu Ruang,0,1,Busuk
Apel,Buah,Pembeku,2,34,Matang
Jeruk,Buah,Suhu Ruang,5,14,Mentah
Pisang,Buah,Pendingin,0,1,Busuk
Mangga,Buah,Suhu Ruang,1,6,Matang
Pisang,Buah,Suhu Ruang,1,0,Busuk
Jeruk,Buah,Suhu Ruang,2,4,Terlalu Matang
Anggur,Buah,Pendingin,2,18,Matang
Timun,Sayur,Pendingin,3,20,Segar
Apel,Buah,Suhu Ruang,1,0,Busuk
Pisang,Buah,Pendingin,2,19,Mentah
Kentang,Sayur,Suhu Ruang,0,0,Busuk
Cabe,Sayur,Suhu Ruang,1,0,Busuk
Timun,Sayur,Pendingin,3,17,Segar
Anggur,Buah,Suhu Ruang,3,2,Terlalu Matang
Cabe,Sayur,Pendingin,5,22,Segar
Jeruk,Buah,Pendingin,4,32,Mentah
Anggur,Buah,Pendingin,0,27,Mentah
Cabe,Sayur,Pendingin,1,12,Segar
Pisang,Buah,Pembeku,2,24,Matang
Kentang,Sayur,Pendingin,0,19,Segar
Wortel,Sayur,Pendingin,1,3,Busuk
Apel,Buah,Pembeku,1,13,Terlalu Matang
Kentang,Sayur,Pendingin,0,2,Busuk
Timun,Sayur,Pembeku,1,28,Segar
Jeruk,Buah,Pembeku,1,12,Terlalu Matang
Tomat,Sayur,Pembeku,0,1,Busuk
Apel,Buah,Suhu Ruang,0,10,Mentah
Jeruk,Buah,Suhu Ruang,2,4,Terlalu Matang
Cabe,Sayur,Suhu Ruang,3,14,Segar
Cabe,Sayur,Pendingin,1,0,Busuk
Pisang,Buah,Pembeku,2,21,Matang
Kentang,Sayur,Pendingin,2,20,Segar
Pisang,Buah,Pembeku,1,25,Matang
Anggur,Buah,Pembeku,1,15,Terlalu Matang
Jeruk,Buah,Suhu Ruang,5,12,Matang
Anggur,Buah,Suhu Ruang,2,2,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0,7,Matang
Cabe,Sayur,Pendingin,2,16,Segar
Wortel,Sayur,Pembeku,1,7,Busuk
Mangga,Buah,Pendingin,4,10,Matang
Mangga,Buah,Suhu Ruang,1,2,Terlalu Matang
Pisang,Buah,Pembeku,0,19,Matang
Wortel,Sayur,Pendingin,3,36,Segar
Cabe,Sayur,Pembeku,1,38,Segar
Mangga,Buah,Pendingin,3,12,Matang
Anggur,Buah,Pendingin,0,17,Matang
Timun,Sayur,Pembeku,1,4,Busuk
Pisang,Buah,Suhu Ruang,0,4,Matang
Jeruk,Buah,Pembeku,3,17,Terlalu Matang
Mangga,Buah,Suhu Ruang,3,3,Terlalu Matang
Wortel,Sayur,Pendingin,0,2,Busuk
Wortel,Sayur,Suhu Ruang,3,11,Segar
Wortel,Sayur,Suhu Ruang,6,10,Segar
Cabe,Sayur,Pendingin,0,0,Busuk
