item_name,item_type,storage_location,days_since_purchase,sisa_hari,label
Bawang Putih,Root Vegetable,Freezer,,37.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,37.0,23.0,Fresh
Anggur,Temperate Fruit,Freezer,7.0,0.0,Expired
Jahe,Root Vegetable,Freezer,12.0,37.0,Fresh
Anggur,Temperate Fruit,Freezer,9.0,21.0,Fresh
Jahe,Root Vegetable,Chiller,5.0,25.0,Fresh
Cabai Merah,Chili Pepper,Outside,2.0,3.0,Soon
Jeruk Bali,Citric Fruit,Freezer,1.0,37.0,Fresh
Pepaya,Tropical Fruit,Outside,0.0,-20.0,Fresh
Apel,Temperate Fruit,Chiller,25.0,-4.0,Expired
Pear,Temperate Fruit,Freezer,60.0,-8.0,Expired
Bayam,Leafy Vegetable,Freezer,22.0,8.0,Fresh
Singkong,Root Vegetable,Freezer,32.0,-2.0,Expired
Pepaya,Tropical Fruit,Freezer,23.0,7.0,Fresh
Brokoli,Leafy Vegetable,Outside,2.0,-20.0,Expired
Pear,Temperate Fruit,Freezer,45.0,15.0,Fresh
Kunyit,Root Vegetable,Freezer,60.0,-20.0,Expired
Bawang Putih,Root Vegetable,Outside,2.0,37.0,Fresh
Kentang,Root Vegetable,Chiller,37.0,-7.0,Expired
Stroberi,Berry,Freezer,1.0,29.0,Fresh
Brokoli,Leafy Vegetable,Chiller,3.0,7.0,Fresh
Nanas,Tropical Fruit,Outside,2.0,3.0,Soon
Kentang,Root Vegetable,Freezer,19.0,37.0,Fresh
Pisang,Tropical Fruit,Chiller,2.0,3.0,Soon
Wortel,Root Vegetable,Outside,4.0,1.0,Soon
Jeruk,Citric Fruit,Freezer,,37.0,Fresh
Cabai Merah,Chili Pepper,Freezer,,-3.0,Expired
Jeruk,Citric Fruit,Chiller,,13.0,Fresh
Kunyit,Root Vegetable,Freezer,49.0,37.0,Fresh
Pakcoy,Leafy Vegetable,Chiller,60.0,-20.0,Soon
Mangga,Tropical Fruit,Outside,6.0,-1.0,Expired
Semangka,Tropical Fruit,Chiller,6.0,4.0,Fresh
Alpukat,Tropical Fruit,Freezer,20.0,10.0,Fresh
Raspberry,Root Vegetable,Freezer,19.0,2.0,Soon
Cabai Rawit,Chili Pepper,Outside,60.0,4.0,Fresh
Anggur,Temperate Fruit,Freezer,8.0,22.0,Fresh
Tomat,Tropical Fruit,Outside,4.0,1.0,Soon
Brokoli,Leafy Vegetable,Freezer,13.0,17.0,Fresh
Tomat,Tropical Fruit,Chiller,12.0,2.0,Soon
Wortel,Root Vegetable,Freezer,21.0,37.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,12.0,18.0,Fresh
Singkong,Root Vegetable,Freezer,0.0,3.0,Soon
Jahe,Root Vegetable,Freezer,60.0,21.0,Fresh
Bawang Merah,Root Vegetable,Freezer,35.0,37.0,Fresh
Nanas,Tropical Fruit,Freezer,4.0,1.0,Soon
Pakcoy,Root Vegetable,Outside,1.0,0.0,Expired
Apel,Temperate Fruit,Freezer,60.0,-10.0,Expired
Blueberry,Berry,Freezer,18.0,12.0,Fresh
Kangkung,Leafy Vegetable,Freezer,23.0,7.0,Fresh
Lemon,Citric Fruit,Outside,,7.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,17.0,-3.0,Expired
Kentang,Root Vegetable,Chiller,,18.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,60.0,-11.0,Expired
Kiwi,Temperate Fruit,Freezer,7.0,37.0,Fresh
Kunyit,Root Vegetable,Outside,8.0,6.0,Fresh
Pisang,Tropical Fruit,Freezer,4.0,26.0,Fresh
Jeruk,Citric Fruit,Chiller,6.0,15.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,60.0,-11.0,Expired
Kentang,Root Vegetable,Freezer,36.0,37.0,Fresh
Stroberi,Root Vegetable,Chiller,0.0,5.0,Fresh
Bawang Merah,Root Vegetable,Chiller,21.0,37.0,Fresh
Kiwi,Temperate Fruit,Chiller,6.0,8.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,26.0,-5.0,Expired
Apel,Temperate Fruit,Freezer,53.0,37.0,Fresh
Pepaya,Tropical Fruit,Chiller,9.0,-2.0,Expired
Jeruk,Root Vegetable,Freezer,22.0,37.0,Fresh
Raspberry,Berry,Freezer,21.0,0.0,Expired
Jeruk Bali,Citric Fruit,Outside,14.0,0.0,Expired
Kentang,Root Vegetable,Freezer,60.0,20.0,Fresh
Kunyit,Root Vegetable,Outside,1.0,13.0,Fresh
Alpukat,Tropical Fruit,Freezer,24.0,6.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,60.0,-2.0,Expired
Bawang Putih,Root Vegetable,Chiller,60.0,-5.0,Expired
Pepaya,Tropical Fruit,Chiller,8.0,-1.0,Expired
Apel,Temperate Fruit,Chiller,21.0,0.0,Expired
Bawang Putih,Root Vegetable,Chiller,60.0,23.0,Fresh
Jeruk Bali,Root Vegetable,Chiller,37.0,-7.0,Expired
Tomat,Tropical Fruit,Freezer,21.0,37.0,Fresh
Kol,Leafy Vegetable,Chiller,11.0,3.0,Soon
Semangka,Tropical Fruit,Freezer,26.0,4.0,Fresh
Apel,Temperate Fruit,Chiller,2.0,19.0,Fresh
Bawang Merah,Root Vegetable,Outside,4.0,26.0,Fresh
Bawang Merah,Root Vegetable,Chiller,0.0,37.0,Fresh
Pisang,Tropical Fruit,Freezer,0.0,30.0,Fresh
Kiwi,Temperate Fruit,Chiller,17.0,-3.0,Expired
Jeruk Bali,Citric Fruit,Outside,15.0,-1.0,Expired
Kentang,Root Vegetable,Freezer,60.0,17.0,Fresh
Pepaya,Tropical Fruit,Outside,,4.0,Fresh
Kentang,Root Vegetable,Freezer,60.0,-9.0,Expired
Anggur,Temperate Fruit,Freezer,14.0,16.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,38.0,22.0,Fresh
Jahe,Root Vegetable,Freezer,27.0,37.0,Fresh
Apel,Temperate Fruit,Chiller,8.0,13.0,Fresh
Tomat,Tropical Fruit,Outside,6.0,-1.0,Expired
Melon,Tropical Fruit,Outside,3.0,-20.0,Soon
Jeruk Nipis,Citric Fruit,Freezer,18.0,37.0,Fresh
Jahe,Root Vegetable,Chiller,20.0,10.0,Fresh
Bawang Merah,Root Vegetable,Chiller,38.0,22.0,Fresh
Lemon,Citric Fruit,Chiller,12.0,9.0,Fresh
Tomat,Tropical Fruit,Outside,0.0,5.0,Fresh
Kol,Root Vegetable,Outside,2.0,1.0,Soon
Anggur,Temperate Fruit,Freezer,26.0,4.0,Fresh
Blueberry,Root Vegetable,Outside,5.0,0.0,Expired
Paprika,Chili Pepper,Freezer,28.0,32.0,Fresh
Lemon,Citric Fruit,Freezer,27.0,33.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,11.0,37.0,Fresh
Wortel,Root Vegetable,Freezer,60.0,18.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,0.0,10.0,Fresh
Cabai Rawit,Chili Pepper,Chiller,13.0,-3.0,Expired
Bayam,Leafy Vegetable,Freezer,11.0,19.0,Fresh
Singkong,Root Vegetable,Chiller,4.0,3.0,Soon
Brokoli,Leafy Vegetable,Freezer,2.0,28.0,Fresh
Jahe,Root Vegetable,Freezer,60.0,-17.0,Expired
Kiwi,Temperate Fruit,Freezer,14.0,37.0,Fresh
Sawi,Leafy Vegetable,Chiller,6.0,-1.0,Expired
Nanas,Tropical Fruit,Outside,6.0,-1.0,Expired
Bawang Merah,Root Vegetable,Outside,18.0,12.0,Fresh
Kentang,Root Vegetable,Freezer,60.0,29.0,Fresh
Pakcoy,Root Vegetable,Freezer,0.0,1.0,Soon
Lemon,Citric Fruit,Outside,1.0,6.0,Fresh
Pepaya,Tropical Fruit,Freezer,60.0,-5.0,Expired
Raspberry,Berry,Freezer,18.0,3.0,Soon
Raspberry,Berry,Freezer,24.0,-3.0,Expired
Jeruk Bali,Citric Fruit,Chiller,5.0,25.0,Fresh
Seledri,Leafy Vegetable,Freezer,22.0,-1.0,Expired
Seledri,Leafy Vegetable,Outside,2.0,0.0,Expired
Seledri,Leafy Vegetable,Freezer,21.0,0.0,Expired
Kunyit,Root Vegetable,Freezer,60.0,-19.0,Expired
Selada,Leafy Vegetable,Freezer,12.0,18.0,Fresh
Seledri,Leafy Vegetable,Freezer,24.0,-3.0,Expired
Cabai Rawit,Chili Pepper,Chiller,2.0,8.0,Fresh
Kol,Leafy Vegetable,Freezer,8.0,22.0,Fresh
Bawang Merah,Root Vegetable,Chiller,60.0,16.0,Fresh
Semangka,Tropical Fruit,Freezer,21.0,9.0,Fresh
Singkong,Root Vegetable,Freezer,9.0,-2.0,Expired
Pakcoy,Leafy Vegetable,Freezer,23.0,-2.0,Expired
Cabai Rawit,Chili Pepper,Chiller,3.0,7.0,Fresh
Selada,Leafy Vegetable,Freezer,17.0,13.0,Fresh
Wortel,Root Vegetable,Chiller,8.0,13.0,Fresh
Pisang,Tropical Fruit,Freezer,13.0,17.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,60.0,-15.0,Expired
Pepaya,Tropical Fruit,Chiller,4.0,3.0,Soon
Lemon,Citric Fruit,Chiller,24.0,-3.0,Expired
Brokoli,Leafy Vegetable,Chiller,11.0,-1.0,Expired
Raspberry,Berry,Freezer,10.0,11.0,Fresh
Pear,Root Vegetable,Freezer,50.0,10.0,Fresh
Wortel,Root Vegetable,Freezer,60.0,9.0,Fresh
Brokoli,Leafy Vegetable,Freezer,12.0,18.0,Fresh
Jeruk,Citric Fruit,Freezer,55.0,5.0,Fresh
Kunyit,Root Vegetable,Freezer,60.0,26.0,Fresh
Selada,Leafy Vegetable,Chiller,6.0,1.0,Soon
Selada,Leafy Vegetable,Freezer,36.0,-6.0,Expired
Anggur,Temperate Fruit,Outside,2.0,1.0,Soon
Stroberi,Berry,Freezer,,-1.0,Expired
Alpukat,Tropical Fruit,Chiller,,4.0,Fresh
Melon,Tropical Fruit,Freezer,14.0,16.0,Fresh
Melon,Tropical Fruit,Chiller,2.0,5.0,Fresh
Lemon,Citric Fruit,Freezer,19.0,37.0,Fresh
Semangka,Tropical Fruit,Freezer,2.0,-20.0,Fresh
Jeruk,Citric Fruit,Freezer,20.0,1.0,Soon
Semangka,Tropical Fruit,Freezer,12.0,18.0,Fresh
Tomat,Tropical Fruit,Freezer,43.0,17.0,Fresh
Jahe,Root Vegetable,Freezer,60.0,10.0,Fresh
Cabai Merah,Chili Pepper,Freezer,38.0,22.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,5.0,25.0,Fresh
Selada,Leafy Vegetable,Chiller,8.0,-1.0,Expired
Mangga,Tropical Fruit,Chiller,2.0,5.0,Fresh
Apel,Temperate Fruit,Freezer,60.0,18.0,Fresh
Sawi,Leafy Vegetable,Chiller,4.0,1.0,Soon
Jeruk Nipis,Citric Fruit,Outside,4.0,3.0,Soon
Singkong,Root Vegetable,Chiller,1.0,6.0,Fresh
Kentang,Root Vegetable,Freezer,,37.0,Fresh
Anggur,Temperate Fruit,Freezer,60.0,0.0,Expired
Ubi Jalar,Root Vegetable,Freezer,29.0,37.0,Fresh
Kiwi,Temperate Fruit,Freezer,,37.0,Fresh
Kunyit,Root Vegetable,Chiller,11.0,19.0,Fresh
Melon,Tropical Fruit,Chiller,6.0,1.0,Soon
Wortel,Root Vegetable,Chiller,11.0,10.0,Fresh
Paprika,Chili Pepper,Freezer,47.0,13.0,Fresh
Seledri,Leafy Vegetable,Freezer,9.0,12.0,Fresh
Kiwi,Temperate Fruit,Chiller,7.0,7.0,Fresh
Seledri,Leafy Vegetable,Chiller,5.0,2.0,Soon
Semangka,Tropical Fruit,Chiller,10.0,0.0,Expired
Cabai Merah,Chili Pepper,Freezer,58.0,2.0,Soon
Pepaya,Root Vegetable,Freezer,27.0,3.0,Soon
Kunyit,Root Vegetable,Freezer,60.0,-4.0,Expired
Lemon,Citric Fruit,Outside,7.0,0.0,Expired
Cabai Merah,Chili Pepper,Freezer,53.0,7.0,Fresh
Pepaya,Tropical Fruit,Freezer,37.0,-7.0,Expired
Bawang Putih,Root Vegetable,Freezer,19.0,37.0,Fresh
Pear,Temperate Fruit,Freezer,60.0,-1.0,Expired
Ubi Jalar,Root Vegetable,Freezer,17.0,37.0,Fresh
Nanas,Tropical Fruit,Freezer,30.0,0.0,Expired
Kentang,Root Vegetable,Chiller,26.0,4.0,Fresh
Cabai Rawit,Chili Pepper,Outside,60.0,0.0,Expired
Kangkung,Root Vegetable,Freezer,16.0,14.0,Fresh
Pepaya,Tropical Fruit,Freezer,21.0,9.0,Fresh
Nanas,Tropical Fruit,Freezer,7.0,23.0,Fresh
Tomat,Tropical Fruit,Freezer,33.0,-20.0,Fresh
Kol,Leafy Vegetable,Freezer,21.0,9.0,Fresh
Jeruk Bali,Citric Fruit,Outside,17.0,-3.0,Expired
Pisang,Tropical Fruit,Freezer,6.0,-1.0,Expired
Pepaya,Tropical Fruit,Freezer,19.0,11.0,Fresh
Alpukat,Tropical Fruit,Freezer,38.0,-8.0,Expired
Lemon,Citric Fruit,Freezer,12.0,9.0,Fresh
Pear,Temperate Fruit,Chiller,16.0,-2.0,Expired
Singkong,Root Vegetable,Chiller,,5.0,Fresh
Jeruk,Citric Fruit,Chiller,24.0,-3.0,Expired
Seledri,Leafy Vegetable,Chiller,,-1.0,Expired
Kol,Leafy Vegetable,Freezer,1.0,29.0,Fresh
Jeruk,Citric Fruit,Freezer,46.0,14.0,Fresh
Bawang Merah,Root Vegetable,Outside,21.0,9.0,Fresh
Brokoli,Leafy Vegetable,Chiller,1.0,9.0,Fresh
Paprika,Chili Pepper,Outside,5.0,0.0,Expired
Tomat,Tropical Fruit,Freezer,60.0,-9.0,Expired
Paprika,Chili Pepper,Chiller,5.0,-20.0,Fresh
Alpukat,Tropical Fruit,Freezer,7.0,0.0,Expired
Blueberry,Berry,Freezer,11.0,19.0,Fresh
Bawang Putih,Root Vegetable,Freezer,53.0,37.0,Fresh
Apel,Temperate Fruit,Freezer,47.0,37.0,Fresh
Pisang,Tropical Fruit,Freezer,12.0,18.0,Fresh
Singkong,Root Vegetable,Freezer,1.0,2.0,Soon
Pakcoy,Leafy Vegetable,Freezer,17.0,4.0,Fresh
Kangkung,Leafy Vegetable,Chiller,1.0,-20.0,Soon
Pepaya,Tropical Fruit,Freezer,5.0,25.0,Fresh
Selada,Leafy Vegetable,Freezer,16.0,14.0,Fresh
Anggur,Temperate Fruit,Freezer,7.0,23.0,Fresh
Kunyit,Root Vegetable,Chiller,26.0,4.0,Fresh
Stroberi,Berry,Freezer,34.0,-4.0,Expired
Paprika,Chili Pepper,Freezer,,27.0,Fresh
Bayam,Leafy Vegetable,Freezer,,9.0,Fresh
Paprika,Chili Pepper,Freezer,11.0,37.0,Fresh
Kunyit,Root Vegetable,Chiller,7.0,23.0,Fresh
Nanas,Tropical Fruit,Freezer,,24.0,Fresh
Bayam,Leafy Vegetable,Chiller,0.0,-20.0,Fresh
Jahe,Root Vegetable,Outside,0.0,14.0,Fresh
Cabai Merah,Chili Pepper,Chiller,12.0,2.0,Soon
Bawang Putih,Root Vegetable,Freezer,57.0,37.0,Fresh
Kol,Leafy Vegetable,Chiller,1.0,11.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,5.0,16.0,Fresh
Pakcoy,Root Vegetable,Freezer,21.0,0.0,Expired
Kangkung,Root Vegetable,Freezer,1.0,29.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,53.0,7.0,Fresh
Bawang Putih,Root Vegetable,Chiller,60.0,27.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,1.0,29.0,Fresh
Jeruk,Citric Fruit,Chiller,1.0,20.0,Fresh
Stroberi,Berry,Freezer,37.0,-7.0,Expired
Alpukat,Tropical Fruit,Freezer,11.0,19.0,Fresh
Kentang,Root Vegetable,Chiller,9.0,21.0,Fresh
Semangka,Tropical Fruit,Freezer,32.0,-2.0,Expired
Stroberi,Berry,Chiller,0.0,5.0,Fresh
Seledri,Leafy Vegetable,Freezer,5.0,16.0,Fresh
Pepaya,Tropical Fruit,Freezer,18.0,-20.0,Fresh
Tomat,Tropical Fruit,Freezer,60.0,-8.0,Expired
Blueberry,Berry,Freezer,22.0,8.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,26.0,4.0,Fresh
Apel,Temperate Fruit,Chiller,15.0,6.0,Fresh
Seledri,Leafy Vegetable,Chiller,3.0,4.0,Fresh
Jeruk Bali,Citric Fruit,Outside,2.0,12.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,12.0,9.0,Fresh
Sawi,Leafy Vegetable,Chiller,0.0,5.0,Fresh
Cabai Merah,Chili Pepper,Chiller,,9.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,60.0,-5.0,Expired
Blueberry,Berry,Freezer,1.0,12.0,Fresh
Bawang Putih,Root Vegetable,Outside,46.0,-1.0,Expired
Alpukat,Tropical Fruit,Freezer,16.0,14.0,Fresh
Pisang,Tropical Fruit,Chiller,0.0,5.0,Fresh
Alpukat,Tropical Fruit,Freezer,27.0,3.0,Soon
Kunyit,Root Vegetable,Freezer,60.0,-9.0,Expired
Lemon,Citric Fruit,Outside,5.0,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,22.0,37.0,Fresh
Jeruk Nipis,Root Vegetable,Freezer,11.0,37.0,Fresh
Kol,Leafy Vegetable,Freezer,36.0,-6.0,Expired
Apel,Temperate Fruit,Freezer,60.0,8.0,Fresh
Tomat,Tropical Fruit,Outside,5.0,0.0,Expired
Pear,Temperate Fruit,Outside,2.0,3.0,Soon
Tomat,Tropical Fruit,Freezer,16.0,37.0,Fresh
Bayam,Root Vegetable,Freezer,20.0,10.0,Fresh
Bawang Putih,Root Vegetable,Chiller,60.0,-20.0,Expired
Pear,Temperate Fruit,Outside,1.0,4.0,Fresh
Bawang Merah,Root Vegetable,Outside,2.0,28.0,Fresh
Kiwi,Temperate Fruit,Freezer,30.0,30.0,Fresh
Singkong,Root Vegetable,Freezer,2.0,5.0,Fresh
Pisang,Tropical Fruit,Freezer,36.0,-6.0,Expired
Kiwi,Temperate Fruit,Outside,,0.0,Expired
Tomat,Tropical Fruit,Freezer,48.0,12.0,Fresh
Kiwi,Temperate Fruit,Freezer,1.0,4.0,Fresh
Mangga,Tropical Fruit,Chiller,8.0,-1.0,Expired
Alpukat,Tropical Fruit,Freezer,7.0,23.0,Fresh
Kangkung,Leafy Vegetable,Freezer,,6.0,Fresh
Jeruk Nipis,Root Vegetable,Freezer,13.0,37.0,Fresh
Kiwi,Temperate Fruit,Freezer,19.0,37.0,Fresh
Kiwi,Temperate Fruit,Freezer,60.0,-18.0,Expired
Jahe,Root Vegetable,Freezer,55.0,35.0,Fresh
Kiwi,Temperate Fruit,Freezer,1.0,37.0,Fresh
Mangga,Tropical Fruit,Chiller,1.0,6.0,Fresh
Wortel,Root Vegetable,Chiller,4.0,17.0,Fresh
Semangka,Tropical Fruit,Chiller,,0.0,Expired
Stroberi,Berry,Freezer,15.0,15.0,Fresh
Seledri,Leafy Vegetable,Outside,60.0,0.0,Expired
Pepaya,Tropical Fruit,Freezer,8.0,22.0,Fresh
Jeruk,Citric Fruit,Outside,3.0,4.0,Fresh
Semangka,Root Vegetable,Freezer,0.0,10.0,Fresh
Apel,Temperate Fruit,Chiller,7.0,14.0,Fresh
Sawi,Leafy Vegetable,Freezer,34.0,-4.0,Expired
Cabai Rawit,Chili Pepper,Freezer,2.0,37.0,Fresh
Apel,Temperate Fruit,Chiller,11.0,10.0,Fresh
Melon,Tropical Fruit,Freezer,32.0,-2.0,Expired
Apel,Root Vegetable,Freezer,60.0,-16.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,4.0,37.0,Fresh
Jahe,Root Vegetable,Chiller,1.0,29.0,Fresh
Lemon,Citric Fruit,Freezer,60.0,-15.0,Expired
Nanas,Tropical Fruit,Freezer,29.0,1.0,Soon
Ubi Jalar,Root Vegetable,Freezer,60.0,19.0,Fresh
Seledri,Leafy Vegetable,Freezer,15.0,6.0,Fresh
Jeruk,Citric Fruit,Outside,5.0,1.0,Soon
Jeruk Bali,Citric Fruit,Freezer,4.0,37.0,Fresh
Pear,Temperate Fruit,Freezer,27.0,33.0,Fresh
Brokoli,Leafy Vegetable,Freezer,26.0,4.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,54.0,6.0,Fresh
Bawang Merah,Root Vegetable,Freezer,31.0,37.0,Fresh
Sawi,Leafy Vegetable,Freezer,30.0,0.0,Expired
Kunyit,Root Vegetable,Outside,60.0,-2.0,Expired
Melon,Tropical Fruit,Chiller,0.0,7.0,Fresh
Pisang,Tropical Fruit,Chiller,1.0,4.0,Fresh
Bawang Putih,Root Vegetable,Freezer,48.0,37.0,Fresh
Ubi Jalar,Root Vegetable,Outside,,13.0,Fresh
Pepaya,Root Vegetable,Chiller,7.0,0.0,Expired
Jeruk,Citric Fruit,Freezer,21.0,37.0,Fresh
Kunyit,Root Vegetable,Freezer,55.0,35.0,Fresh
Pisang,Tropical Fruit,Freezer,5.0,25.0,Fresh
Bawang Merah,Root Vegetable,Freezer,60.0,2.0,Soon
Kiwi,Temperate Fruit,Outside,3.0,2.0,Soon
Bayam,Leafy Vegetable,Freezer,7.0,23.0,Fresh
Kangkung,Leafy Vegetable,Freezer,34.0,-4.0,Expired
Cabai Merah,Chili Pepper,Freezer,30.0,30.0,Fresh
Mangga,Tropical Fruit,Freezer,25.0,5.0,Fresh
Nanas,Tropical Fruit,Freezer,33.0,-3.0,Expired
Jeruk Bali,Root Vegetable,Freezer,7.0,7.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,27.0,3.0,Soon
Paprika,Chili Pepper,Freezer,33.0,27.0,Fresh
Lemon,Citric Fruit,Freezer,60.0,-13.0,Expired
Semangka,Tropical Fruit,Freezer,18.0,12.0,Fresh
Seledri,Leafy Vegetable,Freezer,2.0,19.0,Fresh
Alpukat,Tropical Fruit,Freezer,33.0,-3.0,Expired
Kentang,Root Vegetable,Outside,,10.0,Fresh
Paprika,Chili Pepper,Freezer,4.0,10.0,Fresh
Pear,Temperate Fruit,Freezer,18.0,37.0,Fresh
Jeruk,Citric Fruit,Outside,4.0,3.0,Soon
Wortel,Root Vegetable,Freezer,17.0,37.0,Fresh
Mangga,Tropical Fruit,Freezer,7.0,0.0,Expired
Pepaya,Tropical Fruit,Outside,,1.0,Soon
Jahe,Root Vegetable,Freezer,60.0,17.0,Fresh
Stroberi,Root Vegetable,Freezer,22.0,8.0,Fresh
Anggur,Temperate Fruit,Outside,,0.0,Expired
Brokoli,Leafy Vegetable,Freezer,1.0,1.0,Soon
Jeruk,Citric Fruit,Chiller,,-3.0,Expired
Cabai Rawit,Chili Pepper,Freezer,45.0,15.0,Fresh
Kangkung,Leafy Vegetable,Freezer,28.0,2.0,Soon
Apel,Temperate Fruit,Chiller,18.0,3.0,Soon
Apel,Temperate Fruit,Chiller,5.0,16.0,Fresh
Singkong,Root Vegetable,Freezer,,9.0,Fresh
Kentang,Root Vegetable,Outside,5.0,9.0,Fresh
Lemon,Citric Fruit,Freezer,6.0,15.0,Fresh
Lemon,Citric Fruit,Chiller,7.0,14.0,Fresh
Brokoli,Leafy Vegetable,Chiller,13.0,-3.0,Expired
Apel,Temperate Fruit,Freezer,60.0,3.0,Soon
Kentang,Root Vegetable,Freezer,60.0,25.0,Fresh
Melon,Tropical Fruit,Chiller,1.0,6.0,Fresh
Sawi,Leafy Vegetable,Freezer,17.0,13.0,Fresh
Melon,Tropical Fruit,Outside,6.0,-1.0,Expired
Ubi Jalar,Root Vegetable,Freezer,60.0,17.0,Fresh
Stroberi,Berry,Outside,,0.0,Expired
Kol,Leafy Vegetable,Freezer,31.0,-1.0,Expired
Bawang Putih,Root Vegetable,Outside,40.0,5.0,Fresh
Anggur,Temperate Fruit,Outside,1.0,37.0,Soon
Lemon,Citric Fruit,Outside,8.0,-1.0,Expired
Wortel,Root Vegetable,Freezer,51.0,37.0,Fresh
Bawang Putih,Root Vegetable,Chiller,32.0,37.0,Fresh
Kentang,Root Vegetable,Freezer,60.0,15.0,Fresh
Stroberi,Berry,Freezer,21.0,9.0,Fresh
Bayam,Leafy Vegetable,Freezer,33.0,-3.0,Expired
Paprika,Chili Pepper,Freezer,3.0,2.0,Soon
Kunyit,Root Vegetable,Chiller,5.0,25.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,11.0,3.0,Soon
Wortel,Root Vegetable,Freezer,0.0,5.0,Fresh
Tomat,Tropical Fruit,Freezer,53.0,7.0,Fresh
Jeruk,Citric Fruit,Freezer,47.0,37.0,Fresh
Seledri,Leafy Vegetable,Chiller,8.0,-1.0,Expired
Kunyit,Root Vegetable,Freezer,60.0,24.0,Fresh
Kentang,Root Vegetable,Freezer,5.0,12.0,Fresh
Alpukat,Tropical Fruit,Chiller,,0.0,Expired
Cabai Rawit,Chili Pepper,Freezer,55.0,5.0,Fresh
Wortel,Root Vegetable,Freezer,4.0,37.0,Fresh
Tomat,Tropical Fruit,Chiller,15.0,-1.0,Expired
Singkong,Root Vegetable,Freezer,4.0,3.0,Soon
Semangka,Tropical Fruit,Chiller,4.0,6.0,Fresh
Kunyit,Root Vegetable,Freezer,48.0,37.0,Fresh
Alpukat,Tropical Fruit,Chiller,0.0,7.0,Fresh
Cabai Merah,Chili Pepper,Freezer,4.0,37.0,Fresh
Jeruk,Citric Fruit,Freezer,,10.0,Fresh
Selada,Leafy Vegetable,Chiller,3.0,4.0,Fresh
Bayam,Leafy Vegetable,Chiller,,1.0,Soon
Jeruk Nipis,Citric Fruit,Outside,7.0,0.0,Expired
Cabai Rawit,Chili Pepper,Freezer,54.0,6.0,Fresh
Kunyit,Root Vegetable,Freezer,2.0,12.0,Fresh
Kentang,Root Vegetable,Chiller,32.0,-2.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,43.0,17.0,Fresh
Pear,Temperate Fruit,Chiller,11.0,3.0,Soon
Bayam,Leafy Vegetable,Freezer,1.0,0.0,Expired
Raspberry,Root Vegetable,Outside,0.0,2.0,Soon
Alpukat,Tropical Fruit,Chiller,2.0,5.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,60.0,11.0,Fresh
Bawang Merah,Root Vegetable,Outside,37.0,-7.0,Expired
Kiwi,Temperate Fruit,Freezer,,5.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,2.0,19.0,Fresh
Cabai Merah,Chili Pepper,Chiller,,-3.0,Expired
Raspberry,Berry,Chiller,6.0,-20.0,Expired
Paprika,Chili Pepper,Freezer,16.0,37.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,56.0,4.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,11.0,3.0,Soon
Pakcoy,Leafy Vegetable,Freezer,60.0,6.0,Fresh
Jahe,Root Vegetable,Outside,14.0,0.0,Expired
Kiwi,Temperate Fruit,Freezer,47.0,13.0,Fresh
Raspberry,Root Vegetable,Freezer,0.0,5.0,Fresh
Jeruk,Citric Fruit,Chiller,20.0,1.0,Soon
Jahe,Root Vegetable,Freezer,60.0,-20.0,Expired
Tomat,Tropical Fruit,Freezer,10.0,37.0,Fresh
Melon,Tropical Fruit,Chiller,8.0,-1.0,Expired
Kentang,Root Vegetable,Chiller,33.0,-3.0,Expired
Kentang,Root Vegetable,Freezer,60.0,27.0,Fresh
Semangka,Tropical Fruit,Freezer,1.0,-2.0,Expired
Kunyit,Root Vegetable,Chiller,35.0,-5.0,Expired
Raspberry,Root Vegetable,Outside,2.0,0.0,Expired
Cabai Merah,Chili Pepper,Freezer,51.0,9.0,Fresh
Bawang Putih,Root Vegetable,Chiller,60.0,-2.0,Expired
Stroberi,Berry,Freezer,36.0,-6.0,Expired
Tomat,Tropical Fruit,Freezer,57.0,3.0,Soon
